time,Ckappa_U0.08,C3-_U0.08,C3+_U0.08,Ckappa_U0.32,C3-_U0.32,C3+_U0.32,Ckappa_U1.28,C3-_U1.28,C3+_U1.28
7.100100000000000364e+03,4.980009720709877574e-01,-1.516007161275141803e-05,4.948370051258567659e-01,1.721909345563506916e-02,1.508410469419305415e-04,1.637532053710601815e-02,5.720229917561999756e-03,-3.828805211449187029e-05,3.606494447171449194e-03
7.200100000000000364e+03,4.941643251485356436e-01,-1.886752538954156698e-04,4.909799966815031058e-01,1.728584166523623386e-02,2.153500832528797520e-05,1.658976706861015060e-02,5.592556657432768211e-03,-1.695858655100622849e-04,3.565165612911414678e-03
7.300100000000000364e+03,4.903101081958322061e-01,-2.633532043825875389e-04,4.871501695123959252e-01,1.738003639358461083e-02,-2.314053507702243200e-04,1.643150901607628306e-02,5.608867845131213295e-03,-2.553003388500863755e-05,3.489515900962968185e-03
7.400100000000000364e+03,4.865301461801813665e-01,8.315992252255505895e-05,4.834167690907972825e-01,1.733018037503263747e-02,1.810876788205512523e-05,1.639932602007986018e-02,5.600034175179707807e-03,-7.512157435581845433e-05,3.528040810972305017e-03
7.500100000000000364e+03,4.827937783961381846e-01,1.820696329458677094e-04,4.797045182773376215e-01,1.740213447552476853e-02,-7.965366820240061510e-05,1.646411391142824782e-02,5.702155418351999294e-03,9.434763123442360103e-05,3.589263651476090611e-03
7.600100000000000364e+03,4.790925141109712015e-01,8.264512893724917540e-05,4.760685970915469190e-01,1.741997822598564255e-02,4.686889783492711808e-05,1.652022765468432255e-02,5.625096624779364965e-03,-2.712176289469739988e-05,3.442225478337921935e-03
7.700100000000000364e+03,4.754649785617286462e-01,-1.492461907803612224e-04,4.724487588889330625e-01,1.727764186276910599e-02,7.830428863516066820e-05,1.644804553973078926e-02,5.637207235487080338e-03,2.698938503355463264e-05,3.571836388327781064e-03
7.800100000000000364e+03,4.718747646219231817e-01,-1.413148471901691148e-04,4.688478653548471820e-01,1.728396161746303256e-02,-1.330021148360642806e-04,1.636836026954345547e-02,5.654804506666333275e-03,1.499447883700672667e-05,3.564896249010574870e-03
7.900100000000000364e+03,4.683360617502799750e-01,-8.140377762301263310e-05,4.653270833567398901e-01,1.741107160894586614e-02,-8.903730226802927241e-06,1.645337903477644970e-02,5.782733976639998878e-03,5.582477306437995282e-05,3.470337778570573451e-03
8.000100000000000364e+03,4.648037917869920488e-01,7.547180124107424437e-05,4.618716631845503628e-01,1.734588863576701223e-02,-1.119088403139096252e-05,1.641599844883981363e-02,5.736680868339930420e-03,-7.263520447270798287e-05,3.424340283358937552e-03
8.100100000000000364e+03,4.613476144991286998e-01,-3.730160956539249335e-05,4.584449887472630270e-01,1.730784669958184557e-02,1.032861126241672081e-04,1.638997481361226249e-02,5.847085966360083230e-03,1.623815973882992720e-05,3.646387545933189780e-03
8.200100000000000364e+03,4.579494064406701148e-01,-2.761237300811150217e-05,4.550622181388189191e-01,1.740132141238218133e-02,-6.459408775639847360e-05,1.638586922497897724e-02,5.700647256228330746e-03,9.281704052800875376e-05,3.684960202809554452e-03
8.300100000000000364e+03,4.545501298899223275e-01,1.200272863514210579e-04,4.516815289713531634e-01,1.741654432858852353e-02,-1.510393754816344747e-04,1.639320722748610973e-02,5.647637848913477331e-03,7.761609168257591605e-05,3.665065402372796877e-03
8.400100000000000364e+03,4.512408342687885821e-01,-2.082681945426724773e-04,4.483760523450869284e-01,1.737023761113238446e-02,-1.032687617294830257e-04,1.642832218151360144e-02,5.540429644656229800e-03,1.050286031834215975e-04,3.378062599770246307e-03
8.500100000000000364e+03,4.479342747508390787e-01,-2.410188921229655234e-04,4.451143650914506367e-01,1.743597982841678731e-02,3.519160360041962842e-05,1.651933422812980334e-02,5.815820833684105448e-03,3.679863273506039364e-05,3.333305718503001402e-03
8.600100000000000364e+03,4.447456186188500360e-01,-3.222386739440287175e-05,4.418878278184932284e-01,1.748224582586151502e-02,9.067011355045142846e-05,1.651613998541395789e-02,5.903473329900633081e-03,4.350780356189284991e-05,3.455245300162015486e-03
8.700100000000000364e+03,4.415033917200444358e-01,-2.355628031674694136e-04,4.387350514849639449e-01,1.746793689542449832e-02,-1.464124662656354970e-05,1.642682695224361930e-02,5.841359946238420912e-03,-7.250654290688562616e-05,3.684393551180186778e-03
8.800100000000000364e+03,4.383757026592722816e-01,-1.159792074353680315e-04,4.355940243419579860e-01,1.749413299585518902e-02,7.256042931203787456e-05,1.657010968391005312e-02,5.853210471861726959e-03,1.841516595979040389e-04,3.584750887509313266e-03
8.900100000000000364e+03,4.352571325311897499e-01,-6.920115089971887157e-05,4.325155324743054641e-01,1.752408985014961701e-02,-7.675558452055543141e-05,1.660195838455177236e-02,5.781622517082392679e-03,-7.382619570646333125e-05,3.680011898401220564e-03
9.000100000000000364e+03,4.321886150513885583e-01,4.385945560415439404e-05,4.294149417740759089e-01,1.747841882738040975e-02,1.104597384390106336e-05,1.663304990906881026e-02,5.762274517770627109e-03,2.598474236549245040e-05,3.739547660728817328e-03
9.100100000000000364e+03,4.291581408801647401e-01,7.892282162130846539e-05,4.264373226286839458e-01,1.752331697465022570e-02,1.267104102742993817e-04,1.655460914670201997e-02,6.079425344389610859e-03,4.797839468192596974e-05,3.609959254226328615e-03
9.200100000000000364e+03,4.262213646990669624e-01,-1.036822100793329725e-04,4.234318478836869293e-01,1.740243918417849062e-02,4.154994199996996925e-05,1.664150159057256606e-02,5.877248561835746177e-03,1.433753444807643910e-04,3.729813311814128562e-03
9.300100000000000364e+03,4.232412716647496742e-01,-7.532428556585987127e-05,4.205123616806374920e-01,1.744335041263225111e-02,-1.787159778225659584e-05,1.656322278887556801e-02,5.781584168462469871e-03,5.707890718460030641e-05,3.483716018066577297e-03
9.400100000000000364e+03,4.203135648778659750e-01,-2.902490447024217354e-05,4.176425679715422556e-01,1.741650972894509541e-02,-3.602419502683502640e-05,1.662945302911890411e-02,5.749016439942711623e-03,2.224423877138090517e-04,3.632627483867134112e-03
9.500100000000000364e+03,4.174665795107693200e-01,-5.793465098504273859e-05,4.147233398712939501e-01,1.736766583977326917e-02,-6.153400114420195870e-05,1.663650350431333108e-02,5.953436403079255188e-03,5.434657420378603853e-05,3.652186430833094435e-03
9.600100000000000364e+03,4.146225700595145280e-01,1.850774379899715653e-05,4.119033417871910130e-01,1.738480575699947669e-02,-9.189413143857844374e-05,1.656652783842203422e-02,5.912778906876585590e-03,-1.458198661516359499e-04,3.554895448704058041e-03
9.700100000000000364e+03,4.117810329578163175e-01,1.943409367308896732e-04,4.091110933013982764e-01,1.737667086330398417e-02,-1.217362667919271612e-04,1.653481374080411834e-02,5.697543476803316673e-03,4.096938738995151803e-05,3.773576475900894053e-03
9.800100000000000364e+03,4.090298626373363167e-01,1.359750084568227648e-04,4.063680090627107555e-01,1.735035309945819754e-02,1.237157305623347695e-05,1.660215044362183673e-02,5.943421090465721666e-03,1.575664971617690170e-04,3.583280370596479171e-03
9.900100000000000364e+03,4.062724408426244271e-01,-1.029027835452364366e-04,4.036648208846874142e-01,1.737103986254913759e-02,-2.988812200972558439e-05,1.663277253159088989e-02,5.830717763023014581e-03,4.299792969316299163e-05,3.773009958676641021e-03
1.000010000000000036e+04,4.035165946766491318e-01,5.662694375893512650e-05,4.009490498156130234e-01,1.730932700668455504e-02,1.527619803414190019e-04,1.672052073154181237e-02,5.854413623215684939e-03,-5.203188724397752370e-05,3.888079863068266608e-03
