time,Ckappa_U0.08,C3-_U0.08,C3+_U0.08,Ckappa_U0.32,C3-_U0.32,C3+_U0.32,Ckappa_U1.28,C3-_U1.28,C3+_U1.28
2.309999999999998366e+01,9.931078223302556296e-01,8.010024067763226174e-01,9.866500128203578024e-01,9.181384258816196464e-01,-9.832522993535095998e-03,8.316916781287829741e-01,7.456830143449665327e-01,1.541180239603848982e-03,3.522577688679068841e-01
2.409999999999998366e+01,9.928894630675600963e-01,7.893307980895233333e-01,9.864394778118984464e-01,9.162879193673627576e-01,-9.408429445488697418e-03,8.304763469458803504e-01,7.395558563861530654e-01,1.045299693054310090e-03,3.500167305158793374e-01
2.509999999999998366e+01,9.926845443161896876e-01,7.776971414582249942e-01,9.862597136923668684e-01,9.145010385429529487e-01,-8.123595508099644771e-03,8.294735859810418166e-01,7.335720007426203004e-01,1.009773132619021284e-03,3.484744704888936284e-01
2.609999999999998366e+01,9.924661973189512487e-01,7.660951618873517166e-01,9.860140547901318220e-01,9.125249785426360338e-01,-6.364051330175465870e-03,8.276836463000157851e-01,7.277614860179941747e-01,1.362757318370396266e-03,3.475264635044829076e-01
2.709999999999998366e+01,9.922398891173991320e-01,7.545375803483870270e-01,9.857729974602418288e-01,9.106002933191599258e-01,-4.431904733081038980e-03,8.259677684593413893e-01,7.219157706388217299e-01,1.843485562533524929e-03,3.464184369185535628e-01
2.809999999999998366e+01,9.920257903977420799e-01,7.430739974710223184e-01,9.855838780628564111e-01,9.087634609098682592e-01,-2.578466188071668226e-03,8.245642459362141352e-01,7.160730087803859334e-01,1.922726684107999885e-03,3.447421300074949291e-01
2.909999999999998366e+01,9.918156897138440398e-01,7.316970095361435833e-01,9.853823887161144990e-01,9.068636981354981641e-01,-9.767375906262695546e-04,8.228904137543107122e-01,7.102085248357392633e-01,1.855162144177023879e-03,3.421894941751418284e-01
3.009999999999998366e+01,9.915903451103553756e-01,7.203981450761366423e-01,9.851506247174135478e-01,9.048908628872750493e-01,2.541972408273814260e-04,8.208797997536161350e-01,7.042249799609107130e-01,1.702742046327904331e-03,3.387837596067765356e-01
3.109999999999998366e+01,9.913690298733187634e-01,7.091868522163532473e-01,9.849204670869117217e-01,9.029518171075664457e-01,1.038609932555196926e-03,8.189353464142934413e-01,6.982025611765715345e-01,1.833177037895231728e-03,3.348329411264533984e-01
3.209999999999998010e+01,9.911517865030973207e-01,6.980745623677649947e-01,9.846787058454521402e-01,9.009841819030122156e-01,1.415970975840409683e-03,8.169176654551888461e-01,6.922585802532426058e-01,1.935531061985767097e-03,3.309888872057021869e-01
3.309999999999998010e+01,9.909262414932353824e-01,6.870937065601152582e-01,9.844352687625225196e-01,8.990960488348704871e-01,1.369635010862056820e-03,8.151889607515334646e-01,6.864656727800653169e-01,1.747211458901070606e-03,3.276805371016727197e-01
3.409999999999998010e+01,9.907091074525987695e-01,6.762342439348506540e-01,9.842264536167834033e-01,8.974187838895910652e-01,9.679525420570355473e-04,8.141080719089798245e-01,6.808656216787711823e-01,1.492636281697389249e-03,3.249610074763175094e-01
3.509999999999998010e+01,9.905042855768008137e-01,6.654905881211549135e-01,9.840252049481658103e-01,8.958576083526467171e-01,2.701822531719610932e-04,8.133365247084122229e-01,6.754303904247332957e-01,1.133170596325952777e-03,3.231067643171656734e-01
3.609999999999998010e+01,9.903022920503167237e-01,6.548881254196716739e-01,9.838318630289668576e-01,8.942143224794606438e-01,-5.855711816549536743e-04,8.123367869812337938e-01,6.701432001467186872e-01,1.097578358662069974e-03,3.218550398790722689e-01
3.709999999999998010e+01,9.900938669140979531e-01,6.444030814582270006e-01,9.836303125555885263e-01,8.924087854084344906e-01,-1.531945293942890045e-03,8.108112349380928174e-01,6.648918373826089301e-01,1.551838437912116337e-03,3.205305397080969732e-01
3.809999999999998010e+01,9.898903649502166502e-01,6.340571038114235503e-01,9.834270737446005883e-01,8.905864034791874939e-01,-2.486547413463319114e-03,8.091065869027181945e-01,6.596564404366654921e-01,1.785711477618215750e-03,3.188996478205492480e-01
3.909999999999998010e+01,9.896871737055020768e-01,6.238525088525795903e-01,9.832171180429243318e-01,8.887898865355513545e-01,-3.429041875250055018e-03,8.074992694674983928e-01,6.544337537765450019e-01,1.378888973477906781e-03,3.170280534964308172e-01
4.009999999999998010e+01,9.894837930619179156e-01,6.137958405881335233e-01,9.830097408580578122e-01,8.869771716135245176e-01,-4.283665996524351621e-03,8.058097381717329588e-01,6.492650032048546960e-01,4.306406988055720393e-04,3.148736259421321404e-01
4.109999999999998010e+01,9.892861554037771787e-01,6.039009951921930908e-01,9.827977081812452331e-01,8.851817840985032326e-01,-5.032499455950906544e-03,8.041385256361722744e-01,6.440816714448565072e-01,-2.863410503355543705e-04,3.125050227165142025e-01
4.209999999999998010e+01,9.890835662741481737e-01,5.941362202787049407e-01,9.825937007284315516e-01,8.833590654617770044e-01,-5.629924469836177468e-03,8.024498961930067731e-01,6.389775593621324079e-01,1.161454826577595781e-04,3.099584916083387709e-01
4.309999999999998010e+01,9.888866121393139474e-01,5.845311843624138026e-01,9.823983129522927404e-01,8.815639480677450734e-01,-6.091289710052487892e-03,8.007486979151163808e-01,6.339242933415376591e-01,1.026604309252078127e-03,3.075503948593422132e-01
4.409999999999998010e+01,9.886880564965562224e-01,5.750667931758967066e-01,9.821981315321552941e-01,8.798252472084349129e-01,-6.392089075162362549e-03,7.991774729333460670e-01,6.289114227030497828e-01,1.508600395370733897e-03,3.052886523068319424e-01
4.509999999999998010e+01,9.884898503971755179e-01,5.657367595433696605e-01,9.819910934671584046e-01,8.780780550329999601e-01,-6.522750363877463653e-03,7.976636462294069974e-01,6.240521260502570611e-01,1.170174771271282905e-03,3.030029765125558106e-01
4.609999999999998010e+01,9.882904532263999675e-01,5.565508033591665127e-01,9.817954509526727325e-01,8.763038616170413242e-01,-6.533236971753079471e-03,7.959654558940072455e-01,6.192167764278297959e-01,3.792536848987665215e-04,3.007588314150176911e-01
4.709999999999998010e+01,9.880992368505867596e-01,5.475118674505198291e-01,9.816037423436283493e-01,8.745060164653536416e-01,-6.440504045487617686e-03,7.942568014254139941e-01,6.143465745052294480e-01,-2.459262530274494056e-04,2.989081391543576549e-01
4.809999999999998010e+01,9.879157801643310144e-01,5.386223623546632089e-01,9.814065466846882968e-01,8.727184817702133834e-01,-6.272170025889436083e-03,7.927157142050539340e-01,6.095167976134843180e-01,-1.917211477960644795e-04,2.970339081249254165e-01
4.909999999999998010e+01,9.877325825711805729e-01,5.298838612648129054e-01,9.812073775046875612e-01,8.709732421387341716e-01,-6.053783344998384976e-03,7.912029107620955903e-01,6.048632134309325226e-01,2.584039587837936637e-04,2.951473087078113067e-01
5.009999999999998010e+01,9.875437077558503196e-01,5.212755712087895343e-01,9.810137029158695343e-01,8.692411951776988221e-01,-5.778886552999519012e-03,7.896869539937704241e-01,6.002361793045629668e-01,7.165512768987719822e-04,2.931803524005408002e-01
5.109999999999998010e+01,9.873535876325477689e-01,5.128141127493459628e-01,9.808217601353079740e-01,8.674986991114302937e-01,-5.470255104940477571e-03,7.881802788855321040e-01,5.956139091490840753e-01,6.397539100868632504e-04,2.913046318421343428e-01
5.209999999999998010e+01,9.871698581826858776e-01,5.044914404473164193e-01,9.806218431037312389e-01,8.657405987255630819e-01,-5.125096296149289112e-03,7.866404122619140571e-01,5.910366822057259162e-01,2.018346179913985800e-04,2.893504069843915727e-01
5.309999999999998010e+01,9.869867988676871429e-01,4.963031151244947092e-01,9.804173810387806220e-01,8.639842399994984712e-01,-4.782474525049154428e-03,7.850683826228472828e-01,5.865877680659929982e-01,3.142708185185637710e-05,2.874161645243171748e-01
5.409999999999998010e+01,9.868020531044447985e-01,4.882471607690648252e-01,9.802243502306455802e-01,8.622375379827064146e-01,-4.442391353250542060e-03,7.834624806687583431e-01,5.822252573638749817e-01,2.063374873189684222e-04,2.854680777445742779e-01
5.509999999999998010e+01,9.866220426325582604e-01,4.803327442327213204e-01,9.800460844666700755e-01,8.604986553297880869e-01,-4.093774086127365333e-03,7.818212376450605072e-01,5.778161134933008647e-01,4.654096237419877631e-04,2.837240194710612395e-01
5.609999999999998010e+01,9.864415249772223726e-01,4.725504540844053802e-01,9.798579029569907117e-01,8.587620148610842774e-01,-3.769962511012288006e-03,7.802474755508272963e-01,5.734975916241885630e-01,3.249983206543093734e-04,2.818667337823969055e-01
5.709999999999998010e+01,9.862613121153986917e-01,4.648988648105675803e-01,9.796699120580188991e-01,8.570212660590081910e-01,-3.506889775900042579e-03,7.786681252618097293e-01,5.692044948185034370e-01,-1.565717271389296776e-05,2.799481525909127133e-01
5.809999999999998010e+01,9.860805597946593615e-01,4.573770331543937084e-01,9.794814068736009682e-01,8.553002070660362666e-01,-3.258999278035102590e-03,7.770563462529321841e-01,5.649352468775665770e-01,-1.806899992000788149e-05,2.780336318483539459e-01
5.909999999999998010e+01,9.858950581927047319e-01,4.499901047721419634e-01,9.792952086811650414e-01,8.535777203432846072e-01,-3.024543212591541356e-03,7.754417223757467115e-01,5.607094722952963295e-01,1.562659663556942996e-04,2.761298942760727626e-01
6.009999999999998010e+01,9.857182427190942509e-01,4.427251997458615529e-01,9.791310904070548160e-01,8.518697138932929125e-01,-2.821855971062133765e-03,7.738163346202930892e-01,5.564692017848378303e-01,2.958579804230942827e-04,2.741985829506923822e-01
6.109999999999998010e+01,9.855446262795707346e-01,4.355904075247376550e-01,9.789606916466344622e-01,8.501436627172198612e-01,-2.668162913774878211e-03,7.722050425852973188e-01,5.523033780497291767e-01,4.095062719017295580e-04,2.724387194520228039e-01
6.209999999999998010e+01,9.853652103807861717e-01,4.285762786800803026e-01,9.787816911632836181e-01,8.484369609004228652e-01,-2.535000415094725013e-03,7.706249597041944233e-01,5.482784438207667366e-01,4.110677634737833121e-04,2.705514609520419111e-01
6.309999999999998010e+01,9.851861086795263844e-01,4.216807442288239005e-01,9.785984024253926439e-01,8.467257844216471430e-01,-2.429645783384470816e-03,7.690751739070805781e-01,5.443218438007345616e-01,3.491813472419908609e-04,2.688122609109926953e-01
6.409999999999998010e+01,9.850114399163429901e-01,4.148973629021581733e-01,9.784132263000721030e-01,8.450237040502256436e-01,-2.362214975232253527e-03,7.675601121147579420e-01,5.403010166099236899e-01,3.525868524380207803e-04,2.671788095664432428e-01
6.509999999999998010e+01,9.848323543598666019e-01,4.082198502675105090e-01,9.782252673936988607e-01,8.433296403292467325e-01,-2.329805624677610317e-03,7.660422714786592202e-01,5.363386005385956112e-01,1.685043282358511356e-04,2.655034369353341250e-01
6.609999999999998010e+01,9.846538704844992607e-01,4.016599479746720824e-01,9.780471887531926312e-01,8.416536705210823088e-01,-2.279642470348747924e-03,7.644760617303131278e-01,5.323975867573145226e-01,2.922057283242368835e-04,2.638299866894304735e-01
6.709999999999998010e+01,9.844854270998469881e-01,3.952076779604218881e-01,9.778792909655025234e-01,8.399617902252594082e-01,-2.228383147056387480e-03,7.628936069395252373e-01,5.284777818727723897e-01,3.341153001015581959e-04,2.622559777119211621e-01
6.809999999999998010e+01,9.843172579143170120e-01,3.888652651246392034e-01,9.777162792123219592e-01,8.382851345506094898e-01,-2.205001995196316251e-03,7.613356991632783677e-01,5.246949599557549915e-01,2.861616040125274942e-04,2.605974105641671867e-01
6.909999999999998010e+01,9.841446557855734190e-01,3.826424771817185100e-01,9.775475139676979008e-01,8.366108528178700654e-01,-2.209112316620815558e-03,7.597816248840836284e-01,5.208581101047707884e-01,2.802388869782520588e-04,2.587764598989450437e-01
7.009999999999998010e+01,9.839758628208138402e-01,3.765304666410009271e-01,9.773794587589605953e-01,8.349353597668160987e-01,-2.193520067218629552e-03,7.582231716900916796e-01,5.170759584474371451e-01,4.135783807573858019e-04,2.570543922666342906e-01
7.109999999999998010e+01,9.838097060135935212e-01,3.705204389927057584e-01,9.772081230028862864e-01,8.332799954049689983e-01,-2.174415304937394201e-03,7.567375213422252722e-01,5.134027381630302811e-01,4.947272949417375184e-04,2.553510447698356112e-01
7.209999999999998010e+01,9.836374959518191519e-01,3.646098739879915507e-01,9.770378875817378184e-01,8.316198973036637021e-01,-2.146603115848959731e-03,7.552589518366567001e-01,5.097711694650394199e-01,5.157794710566928481e-04,2.537415080175569049e-01
7.309999999999998010e+01,9.834666351793214245e-01,3.588013474178207707e-01,9.768716352947637294e-01,8.299749878192242969e-01,-2.110831835755711677e-03,7.537512253227205417e-01,5.061189695764095609e-01,4.670989569368214425e-04,2.520715730682123179e-01
7.409999999999998010e+01,9.833060655025644969e-01,3.530980215254027055e-01,9.767079482822044190e-01,8.283424289700611620e-01,-2.051721040090256909e-03,7.522217929065820874e-01,5.024265988681990702e-01,4.674006900143924973e-04,2.504295738122809811e-01
7.509999999999998010e+01,9.831448210711474234e-01,3.474898387028076407e-01,9.765379684272762484e-01,8.267137954405752165e-01,-1.983706500320336821e-03,7.507261571531670397e-01,4.989234229785090013e-01,4.022483261013858730e-04,2.489525671487106961e-01
7.609999999999998010e+01,9.829782762675213226e-01,3.419771736344535129e-01,9.763576640107167748e-01,8.250849443812938722e-01,-1.908150411312637329e-03,7.492177391064716030e-01,4.954278107809454990e-01,3.366651460893547412e-04,2.474271845859044860e-01
7.709999999999998010e+01,9.828092820532592366e-01,3.365677121801567417e-01,9.761832440799427246e-01,8.234622570397072128e-01,-1.834880409873798851e-03,7.477380061313710913e-01,4.918864461237747454e-01,2.958213586489489579e-04,2.458714459773280736e-01
7.809999999999998010e+01,9.826402876341432391e-01,3.312411909997015624e-01,9.760280149335944788e-01,8.218535781981090027e-01,-1.754960995666630377e-03,7.462688603251285135e-01,4.884304184034835017e-01,3.314795936552041803e-04,2.443686097289640147e-01
7.909999999999998010e+01,9.824773867690997919e-01,3.260053559458505057e-01,9.758745419756698070e-01,8.202254155744949093e-01,-1.691155479688106469e-03,7.447955745034726682e-01,4.850306927269650847e-01,4.980498236053331048e-04,2.427839475458402063e-01
8.009999999999998010e+01,9.823157731960787675e-01,3.208566632663901741e-01,9.757099687358227191e-01,8.186111183522110091e-01,-1.628649912567852473e-03,7.432905158101160703e-01,4.815325134958040598e-01,4.338015976627837816e-04,2.411924182121071014e-01
8.109999999999998010e+01,9.821556074607772358e-01,3.158088458983942526e-01,9.755467815206712023e-01,8.169992209139538275e-01,-1.527790614959045716e-03,7.417500356813394591e-01,4.781569425195971168e-01,3.142659048103301086e-04,2.397652859261032443e-01
8.209999999999998010e+01,9.819921005772654921e-01,3.108478577418704591e-01,9.753873373299213334e-01,8.154147697602992517e-01,-1.437027050949805148e-03,7.402951355183994275e-01,4.748038165433682289e-01,3.564211367370854078e-04,2.381906628992712938e-01
8.309999999999998010e+01,9.818268503924655333e-01,3.059716161291062275e-01,9.752149020389856426e-01,8.138388325858961769e-01,-1.372812770372690500e-03,7.388580253095810013e-01,4.714679125212752342e-01,4.757483404571149870e-04,2.367211517576686686e-01
8.409999999999998010e+01,9.816580953814105781e-01,3.011704836082896852e-01,9.750521269037839556e-01,8.122264370435476888e-01,-1.293191978583815935e-03,7.373866187465588640e-01,4.682520152721835749e-01,6.268271214029034035e-04,2.351816678407815664e-01
8.509999999999998010e+01,9.815009059740065211e-01,2.964603463044160891e-01,9.749050376080778957e-01,8.106247591845133771e-01,-1.226459511035463568e-03,7.359347954281920678e-01,4.649799136741292749e-01,6.726038936598195640e-04,2.337238875930719439e-01
8.609999999999998010e+01,9.813508784143286645e-01,2.918309531344201457e-01,9.747439219926705700e-01,8.090623790095338164e-01,-1.157863690871391207e-03,7.344911520380167369e-01,4.617763431872969337e-01,6.234965141840554358e-04,2.322316888322130957e-01
8.709999999999998010e+01,9.812015464798583553e-01,2.872845326202888017e-01,9.745812391697743493e-01,8.074867108099316182e-01,-1.079858255750768166e-03,7.330633876530137094e-01,4.586068596757577054e-01,5.147256183147093855e-04,2.309477020553556970e-01
8.809999999999998010e+01,9.810501687680843741e-01,2.828188816189978194e-01,9.744197840123244303e-01,8.058849566769812345e-01,-9.902897144147861097e-04,7.316459981610081709e-01,4.554438252342821181e-01,5.525180755955625767e-04,2.294281309939651403e-01
8.909999999999998010e+01,9.808914375870858571e-01,2.784381343668262954e-01,9.742409434853910311e-01,8.043218214623956142e-01,-9.132587235819867710e-04,7.302015901628984285e-01,4.522755468032443327e-01,6.145060189991333362e-04,2.280437236271677659e-01
9.009999999999998010e+01,9.807314888413855014e-01,2.741330674289458869e-01,9.740776644519436589e-01,8.027613463581985132e-01,-8.468158681754210963e-04,7.287847652378739438e-01,4.491421258536381633e-01,5.663624004741802352e-04,2.267816637962361548e-01
9.109999999999998010e+01,9.805768456268955102e-01,2.698964497229885406e-01,9.739261471584538254e-01,8.012176222580007501e-01,-7.922091276962797560e-04,7.274074804066307243e-01,4.461047533257991859e-01,4.338060339211359333e-04,2.252406792774432620e-01
9.209999999999998010e+01,9.804196125324455835e-01,2.657287837967419741e-01,9.737702923119921916e-01,7.996686696763557478e-01,-7.334865525446248452e-04,7.260301647404955316e-01,4.430061651383860877e-01,2.491776705201109547e-04,2.237009114234679297e-01
9.309999999999998010e+01,9.802648680600393183e-01,2.616381681798449210e-01,9.736111802261245840e-01,7.981022814994200854e-01,-7.021840655935045975e-04,7.246372698835124027e-01,4.399191097859709298e-01,3.102919859572636149e-04,2.224946681211086852e-01
9.409999999999998010e+01,9.801111026103125345e-01,2.576264990365946805e-01,9.734447824835726903e-01,7.965711740081141690e-01,-6.686352502275792146e-04,7.232060354007751046e-01,4.369242744759909147e-01,4.956771364331399908e-04,2.213029660988877212e-01
9.509999999999998010e+01,9.799608711194072175e-01,2.536755853665589866e-01,9.732842346693608704e-01,7.950386858320105388e-01,-6.362436238375843330e-04,7.217962558647629256e-01,4.340683956512362829e-01,5.470898017572115718e-04,2.200357619048260160e-01
9.609999999999998010e+01,9.798137496773913213e-01,2.497933418497175206e-01,9.731205463962819824e-01,7.934695971601001263e-01,-6.463716982159693845e-04,7.203742204078306122e-01,4.312040333097950096e-01,4.638606416236207915e-04,2.184157938315713365e-01
9.709999999999998010e+01,9.796693672515545126e-01,2.459828266561809862e-01,9.729657640332962654e-01,7.919022793736238963e-01,-6.268104713989329068e-04,7.189117915428345773e-01,4.282776198678028279e-01,3.584147532180081345e-04,2.170128933443183639e-01
9.809999999999998010e+01,9.795183241650795569e-01,2.422342800541970875e-01,9.728087086403709449e-01,7.903598467091217383e-01,-6.195588854960723882e-04,7.174685393501307740e-01,4.253578288537044894e-01,4.405727108898739542e-04,2.156192760723676938e-01
9.909999999999998010e+01,9.793603119578624394e-01,2.385555298547969716e-01,9.726530918003600812e-01,7.888272846392639925e-01,-6.104357965660568144e-04,7.160793501266200511e-01,4.224010131548849856e-01,5.757961472196588279e-04,2.143008454230142523e-01
1.000999999999999801e+02,9.792021576876821509e-01,2.349397627653727894e-01,9.725033616395777347e-01,7.873066678790259232e-01,-5.769287266151436940e-04,7.147030962972624746e-01,4.195137635398121234e-01,5.520977390369360147e-04,2.131853194986613742e-01
1.100999999999999801e+02,9.777044525629257077e-01,2.021032955720976354e-01,9.710121777000626508e-01,7.723602746672794117e-01,-5.677968915307007956e-04,7.011171328277097103e-01,3.926325553216216679e-01,3.456443619587169455e-04,2.006758529406868496e-01
1.200999999999999801e+02,9.762214518580614175e-01,1.745623210341248621e-01,9.695570196345888458e-01,7.577001202944766423e-01,-4.317572043720859388e-04,6.878728301382591725e-01,3.676904303562993359e-01,2.708696497770948937e-04,1.891449500653682725e-01
1.300999999999999659e+02,9.747887920801966422e-01,1.515171440494890165e-01,9.680949951215945815e-01,7.434307248738403207e-01,-7.319909526893189506e-06,6.749318742285829176e-01,3.448348016197911314e-01,3.557526046693966167e-04,1.780732688732301894e-01
1.400999999999999659e+02,9.734005828877888566e-01,1.322048588512045320e-01,9.666823292491036890e-01,7.295240204448258936e-01,-2.669510664640729937e-05,6.623230318451003296e-01,3.236216144413037732e-01,1.414941284210828609e-04,1.681755445178841069e-01
1.500999999999999659e+02,9.720117865621074049e-01,1.159415430370240863e-01,9.653128744862020660e-01,7.160072802338101061e-01,-2.169522402724367047e-04,6.500172280830155414e-01,3.039860875142054719e-01,-1.368357033317116038e-05,1.587755566192404488e-01
1.600999999999999659e+02,9.706379498685709928e-01,1.023411365500562498e-01,9.639293047465972153e-01,7.027842815495383144e-01,6.564269152265532015e-06,6.380014202642411147e-01,2.857661912420267347e-01,-1.323672471764110867e-06,1.500155922030622646e-01
1.700999999999999659e+02,9.692903125009634246e-01,9.084489315555784039e-02,9.625711832619358033e-01,6.898135314096762727e-01,-4.815698084708833322e-06,6.263278220585836165e-01,2.688107922370314706e-01,1.956704343191294638e-04,1.416868784350311661e-01
1.800999999999999659e+02,9.679601386961803611e-01,8.107063392869008622e-02,9.612594284463142902e-01,6.771073148541129072e-01,9.422134096560823714e-05,6.147869611530760725e-01,2.530651649219097243e-01,1.966434519008218311e-05,1.340211798600440540e-01
1.900999999999999659e+02,9.666680048298367245e-01,7.273645956318958161e-02,9.599129396799914726e-01,6.646084620453600600e-01,2.278241393571993703e-04,6.036242840963741418e-01,2.383628467124882799e-01,2.020865380731524702e-04,1.269284583673174482e-01
2.000999999999999659e+02,9.653805237414214702e-01,6.556469773950457380e-02,9.586382127310918433e-01,6.525745333558196082e-01,1.987751638170726933e-04,5.926931648348221504e-01,2.246738839908936636e-01,5.267785469573156516e-05,1.196639641190501979e-01
2.100999999999999659e+02,9.640832670809902361e-01,5.940465684388228362e-02,9.573587622639118111e-01,6.406318454444891453e-01,1.409366607858423106e-04,5.819030882315625597e-01,2.119050475150357216e-01,5.890239347305091588e-06,1.135485644253395598e-01
2.200999999999999659e+02,9.628005241256485380e-01,5.402830997253155881e-02,9.560695072788647497e-01,6.289919741498567474e-01,-5.416527173845797567e-05,5.714920057284904598e-01,1.998099513344803457e-01,2.411922936964881406e-05,1.075977196341716541e-01
2.300999999999999659e+02,9.615583400580041129e-01,4.935261996544262203e-02,9.548336751602750638e-01,6.176160304067451756e-01,-1.503309428625612524e-04,5.610997240330095615e-01,1.887758832603547710e-01,-6.969086484949723920e-05,1.018878816645847896e-01
2.400999999999999659e+02,9.602962248355799701e-01,4.524291528883525593e-02,9.535533905400168653e-01,6.064568306404350961e-01,-1.610349883898793311e-04,5.511411272897601688e-01,1.782001717063625146e-01,7.623938170532923637e-05,9.645119735699986263e-02
2.500999999999999659e+02,9.590594023215052166e-01,4.160259744907592733e-02,9.523301963890478117e-01,5.955814345297970602e-01,-1.382022883673042404e-04,5.412303829469794492e-01,1.684732145165918626e-01,-2.819738598174778216e-05,9.184205099488909618e-02
2.600999999999999659e+02,9.578191321518616519e-01,3.839915716765162496e-02,9.511294418007510965e-01,5.849091358529843188e-01,-2.735740961940700774e-04,5.316215332541920358e-01,1.592428281866918871e-01,-1.584639357996291294e-04,8.708266419925507484e-02
2.700999999999999659e+02,9.565980647400009751e-01,3.554561354519837624e-02,9.499002248540696636e-01,5.744456997155139577e-01,-1.156842632842881012e-04,5.221534095292997835e-01,1.506089437449847357e-01,-1.536913455826100980e-04,8.245273178621065346e-02
2.800999999999999659e+02,9.553734956832530267e-01,3.290580771983680347e-02,9.486826348927579478e-01,5.641951205435948857e-01,-7.463450790476530098e-05,5.128575123434226946e-01,1.425987889882570359e-01,-3.328152143125029155e-05,7.842797177788142504e-02
2.900999999999999659e+02,9.541474637566395023e-01,3.049166743847018385e-02,9.474921613845355139e-01,5.541365741904981101e-01,-2.253415831270088882e-04,5.037914073484580646e-01,1.350891067805262136e-01,-4.182315348484647803e-05,7.441574747609268348e-02
3.000999999999999659e+02,9.529420549892626546e-01,2.823936841800598826e-02,9.462806852253992096e-01,5.443472845536392324e-01,-1.464449427709979567e-04,4.950344436670967574e-01,1.279746249526252655e-01,-5.237752935838831754e-05,7.077494305161445565e-02
3.100999999999999659e+02,9.517233429349246654e-01,2.622045710408490993e-02,9.450917019608233716e-01,5.347695200033295571e-01,-5.129291093166036695e-05,4.861250494584506421e-01,1.212175324802962084e-01,2.633946674775052260e-05,6.726409948103574676e-02
3.200999999999999659e+02,9.505180201188487832e-01,2.445619553408441213e-02,9.438944417373219542e-01,5.253047853364859465e-01,-2.101099846611840410e-04,4.777810174867095916e-01,1.149535915324983587e-01,2.800022440754342006e-05,6.370135603217236264e-02
3.300999999999999659e+02,9.493328570200467720e-01,2.286990230566486593e-02,9.426957156740519705e-01,5.161067259279782382e-01,-1.074928220894199693e-04,4.693766820558346597e-01,1.090471998623449984e-01,1.124893151037621746e-05,6.069939464291536357e-02
3.400999999999999659e+02,9.481554152443917305e-01,2.145218041121452549e-02,9.415399923268249482e-01,5.070097618184720156e-01,-2.020709208144143233e-04,4.611969950246311845e-01,1.034358422542587530e-01,1.071600354747003229e-04,5.770056831949596510e-02
3.500999999999999659e+02,9.469599623886407747e-01,2.013273256462237704e-02,9.403297672728204715e-01,4.981198222460956893e-01,-6.099453828693517305e-05,4.531572205074856918e-01,9.824094369089592105e-02,-1.701997442329592240e-04,5.507455369194472899e-02
3.600999999999999659e+02,9.457735695609660320e-01,1.893414015584875612e-02,9.391768829157353116e-01,4.894734061739495767e-01,5.127572538984833300e-05,4.453751572801010195e-01,9.329455076533883784e-02,1.209322457483432247e-04,5.233944569080691001e-02
3.700999999999999659e+02,9.445931240936360496e-01,1.780681050432558754e-02,9.380161162410083353e-01,4.809339143382476145e-01,1.016495150558047980e-04,4.375889670022249933e-01,8.871956349833226563e-02,-2.026106099031175795e-04,4.984686625843271629e-02
3.800999999999999659e+02,9.434337438645586937e-01,1.669753055119188589e-02,9.368532169366368123e-01,4.725750671987720697e-01,1.076079319895351224e-04,4.300186664640343048e-01,8.426915508184765202e-02,5.957621897780566246e-05,4.750087638997194800e-02
3.900999999999999659e+02,9.422823312278238994e-01,1.565099053443116256e-02,9.356746400972382194e-01,4.643475912756184210e-01,1.432155643582048391e-04,4.226088689834047174e-01,7.998658019793311591e-02,-2.725310253872436278e-05,4.532271629985278050e-02
4.000999999999999659e+02,9.411297983507806997e-01,1.462233643172432089e-02,9.345530728183755187e-01,4.563198133680181345e-01,1.017818853725090518e-04,4.154761230565043317e-01,7.607226754369608712e-02,8.106839780119193381e-05,4.323821498985260664e-02
4.100999999999999659e+02,9.399787571990643187e-01,1.371671823842326304e-02,9.333688297148167168e-01,4.484327627251140092e-01,-1.209287545548222209e-05,4.082332463860229299e-01,7.246742785000229170e-02,-2.473467868376930367e-05,4.114250375777709495e-02
4.200999999999999659e+02,9.388347687485552040e-01,1.296482476849368168e-02,9.322441545261149765e-01,4.407251330434556746e-01,-1.590713145108221808e-06,4.012396667802983208e-01,6.886448283371082724e-02,-9.597104375059992414e-05,3.923985387120801360e-02
4.300999999999999659e+02,9.376789324071096443e-01,1.217328567626223615e-02,9.311355621614946232e-01,4.332285485219989907e-01,-1.783308557122364365e-05,3.944715850667100399e-01,6.555198191114161577e-02,4.345651568323233096e-06,3.734495424152308590e-02
4.400999999999999659e+02,9.365157509265757962e-01,1.148296062773834780e-02,9.299831490306114112e-01,4.257964803875483595e-01,5.672789371290033029e-05,3.878154829011601912e-01,6.250919206651854576e-02,6.961145797271935337e-05,3.574695462880149444e-02
4.500999999999999659e+02,9.353695151443872646e-01,1.074848197110766547e-02,9.288688614853668479e-01,4.185425390540546964e-01,-1.201641138173789396e-04,3.812241025082719337e-01,5.960242004306438163e-02,1.022916396331708652e-04,3.414680205588437045e-02
4.600999999999999659e+02,9.342518081304377331e-01,1.010159960716701735e-02,9.277578812710252087e-01,4.114299523043554729e-01,-1.122110810869878460e-04,3.747504408379992991e-01,5.676075801255513198e-02,1.346923258916650848e-04,3.260651416449616286e-02
