# Random field Heisenberg chain
# L=16, J=1, Delta=1, W=2.5, h_i in [-W,W]
# Cumulative distribution function (CDF) of the fitting parameter tau_max; for 10^3 realizations of the disorder
# tau_max CDF

997.4609070791407 0.190303
997.4716055919741 0.191515
1006.1107728472427 0.192727
1012.1302590818564 0.193939
1016.428782050475 0.195152
1020.4682654522027 0.196364
1022.6169478638781 0.197576
1030.387422915077 0.198788
1033.5865809625957 0.2
1038.8526665752613 0.201212
1040.8156433943363 0.202424
1048.4457785192826 0.203636
1052.4001539091319 0.204848
1063.7644096290555 0.206061
1075.692641920378 0.207273
1076.2873394569529 0.208485
1090.7623249921712 0.209697
1093.8388816898168 0.210909
1094.773683667165 0.212121
1100.944470062183 0.213333
1113.6068519588273 0.214545
1115.8243365386795 0.215758
1119.6315045321032 0.21697
1125.8669532734257 0.218182
1133.6044202291068 0.219394
1135.7749076521698 0.220606
1163.7403486812877 0.221818
1164.3687942407034 0.22303
1168.658336559381 0.224242
1169.633034563824 0.225455
1170.0282593682803 0.226667
1170.2503044996606 0.227879
1171.45507762764 0.229091
1181.7408343088393 0.230303
1186.6393161342578 0.231515
1192.9094426764696 0.232727
1196.4573909551689 0.233939
1219.554832616403 0.235152
1221.2484782877523 0.236364
1222.1718999367024 0.237576
1231.2976285101793 0.238788
1233.2984112999382 0.24
1238.2532462402294 0.241212
1241.6302440362504 0.242424
1246.1690040093545 0.243636
1249.3129744825353 0.244848
1250.899057502855 0.246061
1251.319203567339 0.247273
1252.0872681389499 0.248485
1253.3683862352107 0.249697
1256.4242721239107 0.250909
1257.2369802349285 0.252121
1258.6934415721141 0.253333
1266.4503168615456 0.254545
1266.615019828362 0.255758
1275.0861282765225 0.25697
1275.82647158304 0.258182
1278.2383210366056 0.259394
1303.891227965628 0.260606
1307.4137418337743 0.261818
1309.6639202614492 0.26303
1313.8221683936142 0.264242
1315.2007346469493 0.265455
1316.3304261896678 0.266667
1316.6798413322606 0.267879
1320.2348066823001 0.269091
1323.1107266022595 0.270303
1331.069528372285 0.271515
1336.2979505728367 0.272727
1342.1899526831764 0.273939
1345.2514912420584 0.275152
1353.5176544820717 0.276364
1356.7189830386371 0.277576
1357.9072603139198 0.278788
1358.5534768387695 0.28
1358.8422218929186 0.281212
1365.294610287749 0.282424
1365.7439987418304 0.283636
1365.9057044254528 0.284848
1367.2692310233138 0.286061
1367.9715274311498 0.287273
1368.053085477467 0.288485
1381.971328304262 0.289697
1398.858137177267 0.290909
1411.252359348579 0.292121
1412.933781621371 0.293333
1423.2378369841515 0.294545
1438.0250166033625 0.295758
1442.376720224007 0.29697
1442.7145154740974 0.298182
1442.9446563831243 0.299394
1446.552921997128 0.300606
1450.9683936341992 0.301818
1451.0508387156078 0.30303
1452.058390902821 0.304242
1468.4449923732445 0.305455
1478.302289554281 0.306667
1481.444079464526 0.307879
1486.4819976182869 0.309091
1492.0560703626484 0.310303
1492.6422015901605 0.311515
1497.5396589961 0.312727
1503.5914380452657 0.313939
1512.293814749093 0.315152
1518.0250990826091 0.316364
1519.495286023824 0.317576
1527.6975181815797 0.318788
1528.5394431530674 0.32
1531.5819715916468 0.321212
1547.0392993012701 0.322424
1553.1104808688967 0.323636
1553.4131863704667 0.324848
1570.5845536641425 0.326061
1572.6430991075847 0.327273
1573.8940479559524 0.328485
1579.4127457909788 0.329697
1579.8901014917628 0.330909
1580.4150465437099 0.332121
1586.9852824857608 0.333333
1589.3696237331264 0.334545
1591.6097843727805 0.335758
1599.257840413414 0.33697
1615.7712862722274 0.338182
1616.0604690478992 0.339394
1619.628469021421 0.340606
1623.1228006806539 0.341818
1626.8904330761734 0.34303
1629.7211318335621 0.344242
1631.2932023433777 0.345455
1632.1705720897648 0.346667
1633.704499333273 0.347879
1635.9185453061416 0.349091
1638.2621503373077 0.350303
1642.3376288568659 0.351515
1643.74604553598 0.352727
1646.2443744962131 0.353939
1648.2965054162803 0.355152
1651.1941485748177 0.356364
1665.8896090611913 0.357576
1667.479550063502 0.358788
1687.015567728669 0.36
1689.720476981769 0.361212
1692.7321494953171 0.362424
1700.2980104760366 0.363636
1706.5509041272996 0.364848
1706.969776595446 0.366061
1709.3078247245835 0.367273
1711.904922721039 0.368485
1713.4800889370613 0.369697
1713.4954699680618 0.370909
1714.6336301514157 0.372121
1719.7740397871805 0.373333
1723.2907096057809 0.374545
1725.2495542922877 0.375758
1730.8799501658807 0.37697
1736.1038700422844 0.378182
1737.3753959933342 0.379394
1737.7914788144944 0.380606
1739.5392418121833 0.381818
1741.9728534899775 0.38303
1744.6385512699883 0.384242
1746.3953589084874 0.385455
1752.9767215056788 0.386667
1755.8958334815184 0.387879
1765.9856479945304 0.389091
1766.463481256507 0.390303
1772.0090377380845 0.391515
1778.9711233692565 0.392727
1782.7767510278688 0.393939
1784.5241643730496 0.395152
1786.9870287851 0.396364
1796.926508293207 0.397576
1799.9939245471853 0.398788
1800.1165027100853 0.4
1800.601771896669 0.401212
1809.2642184222207 0.402424
1810.3565716848188 0.403636
1817.168368193856 0.404848
1825.9319080682114 0.406061
1827.3647826753452 0.407273
1832.188780757348 0.408485
1850.2788114226125 0.409697
1856.0667852475528 0.410909
1856.7727442211049 0.412121
1861.6293610625514 0.413333
1863.7419775762216 0.414545
1882.770105970329 0.415758
1884.794654222857 0.41697
1886.1490974143965 0.418182
1887.2363481637844 0.419394
1890.968380646768 0.420606
1898.1137220273401 0.421818
1899.065668914064 0.42303
1899.6059483368813 0.424242
1913.2969704808343 0.425455
1914.904305594756 0.426667
1920.7449934426688 0.427879
1925.031141555014 0.429091
1932.540788202878 0.430303
1934.9924373018027 0.431515
1948.504885783282 0.432727
1956.5716258913474 0.433939
1958.5363549005906 0.435152
1963.78690625371 0.436364
1963.9382993415845 0.437576
1967.4727771614748 0.438788
1969.7628092082625 0.44
1987.6503227514004 0.441212
1997.6553021393154 0.442424
2001.8235842313493 0.443636
2003.3942962376543 0.444848
2006.8270442263279 0.446061
2020.3049702348321 0.447273
2021.2639667516994 0.448485
2030.6366482229387 0.449697
2030.6486292133648 0.450909
2037.6948785799536 0.452121
2041.8571324858035 0.453333
2042.2501382053833 0.454545
2045.035521578121 0.455758
2052.733122598512 0.45697
2054.0873538359456 0.458182
2061.6765258333694 0.459394
2063.277534941116 0.460606
2064.649640948815 0.461818
2065.4303555076917 0.46303
2083.6468002559295 0.464242
2105.057519933236 0.465455
2113.1803402363594 0.466667
2114.719893682805 0.467879
2130.950729582368 0.469091
2150.107137664732 0.470303
2157.561578603588 0.471515
2167.0544664565355 0.472727
2186.352847042608 0.473939
2187.6073306177004 0.475152
2187.902276505428 0.476364
2190.7252102849457 0.477576
2194.109154695328 0.478788
2195.921962122869 0.48
2204.853409496104 0.481212
2232.2335062655307 0.482424
2235.166012207827 0.483636
2236.6696053710425 0.484848
2247.3758577369895 0.486061
2253.022168502419 0.487273
2253.0458824818897 0.488485
2253.9622885983713 0.489697
2254.56735400073 0.490909
2260.1165226025137 0.492121
2263.024348200878 0.493333
2267.852275684209 0.494545
2270.131238348052 0.495758
2274.1568380663234 0.49697
2276.4216877245353 0.498182
2287.205194662296 0.499394
2295.660599433692 0.500606
2296.190054383961 0.501818
2300.0297327560233 0.50303
2302.3548767473226 0.504242
2325.1570900290167 0.505455
2327.2439998753407 0.506667
2341.4802343698484 0.507879
2346.4611577889364 0.509091
2347.157755056631 0.510303
2349.6193970033873 0.511515
2354.327707800287 0.512727
2370.065963239762 0.513939
2375.8773506508387 0.515152
2382.3988864785374 0.516364
2406.3686002060876 0.517576
2407.6347851255373 0.518788
2438.968693601117 0.52
2442.3175784339032 0.521212
2446.387071445423 0.522424
2447.0289081976002 0.523636
2448.5482452144083 0.524848
2452.8666751662777 0.526061
2464.9818006726423 0.527273
2469.740802599374 0.528485
2469.8309546677297 0.529697
2471.3003197661733 0.530909
2475.494425794094 0.532121
2486.150719780183 0.533333
2487.8954428560696 0.534545
2503.174894089358 0.535758
2512.1178454499163 0.53697
2521.5173662726756 0.538182
2530.1864384939386 0.539394
2539.1196165681054 0.540606
2556.8574685070375 0.541818
2557.0082694150487 0.54303
2559.09322799956 0.544242
2566.248063160407 0.545455
2568.9476473358773 0.546667
2570.8521717133017 0.547879
2571.2835609317012 0.549091
2576.8607815091814 0.550303
2586.2674292712954 0.551515
2587.0831338258477 0.552727
2592.053974222035 0.553939
2606.211969602007 0.555152
2608.3144036644444 0.556364
2619.9162011715994 0.557576
2624.9095505350806 0.558788
2633.411801869051 0.56
2644.7920235999245 0.561212
2647.38307110559 0.562424
2656.317130814058 0.563636
2656.356365730193 0.564848
2672.8240327481553 0.566061
2677.4618737731053 0.567273
2681.031546877174 0.568485
2690.953847109015 0.569697
2697.0091058754556 0.570909
2702.569651404988 0.572121
2705.826263377203 0.573333
2705.993276115094 0.574545
2719.0053871380546 0.575758
2719.0282627057645 0.57697
2720.6610792900287 0.578182
2720.8682844124037 0.579394
2733.6465344867306 0.580606
2735.3143814252953 0.581818
2735.686540417351 0.58303
2736.8310663510847 0.584242
2741.8890922851824 0.585455
2750.16222457969 0.586667
2750.2465629608246 0.587879
2751.7813919388777 0.589091
2754.5024397053826 0.590303
2759.4232180806857 0.591515
2762.414155406285 0.592727
2765.6850835077453 0.593939
2770.2117117528646 0.595152
2770.508134049298 0.596364
2780.0125433761614 0.597576
2780.3825888165675 0.598788
2787.6416445573986 0.6
2803.9530092225145 0.601212
2812.514050508953 0.602424
2840.9479480994364 0.603636
2844.8208287518987 0.604848
2856.5592639102456 0.606061
2857.8554424433614 0.607273
2870.6009572015278 0.608485
2872.5181013796155 0.609697
2872.9554695593074 0.610909
2877.3999976509754 0.612121
2893.707961440381 0.613333
2910.711521695417 0.614545
2913.1877635442956 0.615758
2920.9298696252017 0.61697
2933.1488831239135 0.618182
2945.369672873751 0.619394
2945.6619988180764 0.620606
2958.749133343094 0.621818
2961.090719247572 0.62303
2965.195080956511 0.624242
2966.8217360090725 0.625455
2968.593015826893 0.626667
2968.691346395478 0.627879
2978.4367854720745 0.629091
2981.01060433819 0.630303
2981.517720478824 0.631515
2981.7264586383662 0.632727
2986.3400204204045 0.633939
2998.1976429438696 0.635152
3001.3449853519096 0.636364
3015.7118915060096 0.637576
3027.233342413765 0.638788
3039.043709660698 0.64
3046.5493357773576 0.641212
3049.8808220692767 0.642424
3062.0712103360506 0.643636
3062.9457162651993 0.644848
3063.8805495382685 0.646061
3065.049106282493 0.647273
3076.721194034264 0.648485
3084.326640472731 0.649697
3086.8440519961914 0.650909
3087.330000720352 0.652121
3095.8452469345584 0.653333
3111.1174810687644 0.654545
3116.677527419205 0.655758
3126.8202965812034 0.65697
3136.64024506016 0.658182
3137.1238169451112 0.659394
3137.775878257374 0.660606
3149.037508394743 0.661818
3151.302241495268 0.66303
3215.4271678862547 0.664242
3224.098890945982 0.665455
3240.1618026013784 0.666667
3246.92101100566 0.667879
3254.117395173366 0.669091
3257.101442888058 0.670303
3259.845113321778 0.671515
3296.638910878102 0.672727
3304.3344594512982 0.673939
3306.1059108240156 0.675152
3307.4737977894815 0.676364
3307.4915687989956 0.677576
3319.122471427836 0.678788
3322.513529182109 0.68
3344.31715071992 0.681212
3345.8518839442027 0.682424
3349.8461535633487 0.683636
3352.3769295164966 0.684848
3378.5799055865127 0.686061
3393.116970907047 0.687273
3397.3478326843124 0.688485
3402.6492498709376 0.689697
3432.8578174143922 0.690909
3437.5278473236285 0.692121
3439.4895699377767 0.693333
3468.029269138474 0.694545
3476.7934308511803 0.695758
3494.507566925834 0.69697
3520.845163496704 0.698182
3531.689331290743 0.699394
3599.918714560623 0.700606
3602.0894502821984 0.701818
3607.419496713928 0.70303
3612.3678921606916 0.704242
3616.478724944107 0.705455
3624.1271331977478 0.706667
3627.954217609404 0.707879
3632.552689182561 0.709091
3633.282584819678 0.710303
3635.734930482843 0.711515
3637.5994115889403 0.712727
3639.327763521752 0.713939
3640.255465190548 0.715152
3657.7524004063634 0.716364
3661.1934508563677 0.717576
3662.282399365382 0.718788
3676.51309889298 0.72
3680.9362397789178 0.721212
3687.870465590857 0.722424
3691.233387743626 0.723636
3694.831258260127 0.724848
3696.499946855582 0.726061
3755.6499913047355 0.727273
3811.479561093557 0.728485
3823.1429142888032 0.729697
3823.9970845828802 0.730909
3852.5865790038524 0.732121
3857.8786580129654 0.733333
3881.8545778331545 0.734545
3883.0077443939613 0.735758
3917.2002028021207 0.73697
3930.731533875294 0.738182
3935.592131376491 0.739394
3965.7955413130726 0.740606
3991.0635903423517 0.741818
3993.3494137586126 0.74303
4039.37763324434 0.744242
4059.281459972968 0.745455
4071.6457877698945 0.746667
4072.8091508847515 0.747879
4111.816352488995 0.749091
4117.417471412981 0.750303
4150.690004628959 0.751515
4165.32835126313 0.752727
4166.519085712868 0.753939
4174.772029900497 0.755152
4175.433529208975 0.756364
4175.801823676529 0.757576
4182.652029075549 0.758788
4184.617975402202 0.76
4202.513535326437 0.761212
4213.2151322980635 0.762424
4231.304783914716 0.763636
4233.2771101068565 0.764848
4243.492962995183 0.766061
4278.600689753911 0.767273
4280.634323230617 0.768485
4285.022674854489 0.769697
4292.330829382395 0.770909
4299.795790676848 0.772121
4306.578994041605 0.773333
4309.166242495886 0.774545
4319.560860587081 0.775758
4331.070624419723 0.77697
4344.371667348602 0.778182
4346.935334444791 0.779394
4366.843460898146 0.780606
4396.232151539964 0.781818
4409.643769649816 0.78303
4413.855099676902 0.784242
4414.236950081127 0.785455
4419.698628568175 0.786667
4423.796746388565 0.787879
4424.102235993289 0.789091
4436.297175221657 0.790303
4441.06548899176 0.791515
4459.735275954126 0.792727
4469.309677907636 0.793939
4470.862443628987 0.795152
4472.813829278892 0.796364
4484.777839841864 0.797576
4510.253072543297 0.798788
4510.915883626787 0.8
4516.367631459731 0.801212
4519.111735450414 0.802424
4523.346200533944 0.803636
4548.431060375628 0.804848
4555.5260306435175 0.806061
4574.033032439299 0.807273
4615.70406595421 0.808485
4632.397447046088 0.809697
4639.361722367804 0.810909
4651.413613506139 0.812121
4675.90851216732 0.813333
4685.656339706911 0.814545
4702.541193116213 0.815758
4731.835961021967 0.81697
4742.083334183719 0.818182
4762.960933284168 0.819394
4778.905188916287 0.820606
4794.354525301174 0.821818
4805.789022802937 0.82303
4838.176964791428 0.824242
4857.10159209185 0.825455
4890.521343917456 0.826667
4915.497371544759 0.827879
4919.946198672151 0.829091
4927.7357800338805 0.830303
4931.961682932842 0.831515
4955.684238960172 0.832727
4956.070323815638 0.833939
4966.686197492494 0.835152
4973.477434509693 0.836364
4985.19360459633 0.837576
5000.944095053002 0.838788
5002.903991143217 0.84
5083.024996360847 0.841212
5134.155071382013 0.842424
5139.598435982028 0.843636
5174.045168119206 0.844848
5191.096702503696 0.846061
5196.266263963759 0.847273
5206.147957240253 0.848485
5208.986016469521 0.849697
5215.6437591664535 0.850909
5217.031733367047 0.852121
5226.996585149322 0.853333
5250.1801225426425 0.854545
5268.733629536991 0.855758
5279.47798332127 0.85697
5296.0061690703305 0.858182
5306.786743941071 0.859394
5313.348410715908 0.860606
5329.2727894536465 0.861818
5356.521926326391 0.86303
5386.06173032556 0.864242
5465.282009085536 0.865455
5483.33610081978 0.866667
5514.429244360143 0.867879
5584.668037757309 0.869091
5655.267642064825 0.870303
5680.253901556845 0.871515
5695.077044273916 0.872727
5723.785319885521 0.873939
5724.810088996658 0.875152
5732.166281993144 0.876364
5771.465384511152 0.877576
5848.409739243985 0.878788
5850.544026160585 0.88
5851.276507365001 0.881212
5904.388260198558 0.882424
5929.803676813613 0.883636
5986.063272466728 0.884848
6010.5116955434505 0.886061
6086.226023872135 0.887273
6088.081848009382 0.888485
6192.805091712419 0.889697
6203.928849551131 0.890909
6227.954730585999 0.892121
6266.57900272658 0.893333
6270.388455607823 0.894545
6276.837571953753 0.895758
6345.818183525388 0.89697
6471.899337824817 0.898182
6592.9623978746995 0.899394
6649.367097561095 0.900606
6669.839648547062 0.901818
6688.096497025094 0.90303
6697.703516858934 0.904242
6721.096733438472 0.905455
6820.305988408012 0.906667
6986.170548218276 0.907879
6999.687897873011 0.909091
7098.640693372156 0.910303
7104.8833177125025 0.911515
7113.744283082797 0.912727
7239.12324332281 0.913939
7272.298212021514 0.915152
7440.393849617323 0.916364
7466.019232753665 0.917576
7588.381257311741 0.918788
7613.525179254768 0.92
7980.63835349533 0.921212
7996.871738373712 0.922424
8147.343483615924 0.923636
8638.195655367696 0.924848
8658.453075415502 0.926061
8753.282894443058 0.927273
8809.776356869175 0.928485
8850.890250146964 0.929697
8962.851820600958 0.930909
9004.682054073006 0.932121
9063.250449290268 0.933333
9185.127104221425 0.934545
9398.136339775152 0.935758
9473.65208986254 0.93697
9706.134309359566 0.938182
9818.533833080068 0.939394
9914.3181390021 0.940606
9967.352769293282 0.941818
9977.07441507582 0.94303
9981.339207650792 0.944242
9987.270267207923 0.945455
