Superlattice								SYK2								Anderson				AA			
W=1.0				W=7.5				gamma=0.2				gamma=0.5				W=30				Alpha=1.5			
Energy	Lambda	Energy	Lambda	Energy	Lambda	Energy	Lambda	Energy	Lambda	Energy	Lambda	Energy	Lambda	Energy	Lambda	Energy	Lambda	Energy	Lambda	Energy	Lambda	Energy	Lambda
		3.68596	3.27367			3.67727	0.96704			1.05508	3.50497			0.94388	1.2985			10.30664	-0.28722			1.88339	2.32237
		3.68651	3.26615			3.67865	0.96548			1.05525	3.51263			0.94403	1.33613			10.30844	0.59474			1.88348	2.32252
		3.68786	3.27535			3.67949	0.96882			1.05556	3.49549			0.94419	1.30332			10.30861	0.13872			1.88358	2.32268
		3.68819	3.25705			3.67967	0.96114			1.05561	3.4965			0.94431	1.28777			10.30867	-0.12995			1.88368	2.32283
		3.68857	3.24253			3.68064	0.95737			1.05579	3.51594			0.94438	1.28483			10.30914	-0.55371			1.88377	2.32299
		3.68921	3.27272			3.68155	0.95574			1.05584	3.52864			0.94455	1.30132			10.30941	2.0169			1.88387	2.32314
		3.68946	3.2859			3.68222	0.97755			1.05607	3.50154			0.94476	1.32323			10.31023	-0.53934			1.88396	2.3233
		3.69034	3.2956			3.68236	0.95338			1.05624	3.49582			0.94483	1.28019			10.3116	0.96253			1.88406	2.32345
		3.69242	3.25356			3.68352	0.96629			1.05647	3.54155			0.94496	1.2967			10.313	0.67882			1.88416	2.32361
		3.69264	3.31159			3.68363	0.97224			1.05652	3.52261			0.94511	1.30474			10.31514	0.89721			1.88425	2.32376
		3.69334	3.26731			3.6847	0.97112			1.05672	3.53302			0.94529	1.30378			10.31557	1.2921			1.88435	2.32392
		3.69349	3.26876			3.68522	0.97323			1.05684	3.50402			0.94539	1.28373			10.31634	0.66134			1.88444	2.32407
		3.69433	3.26053			3.68543	0.9669			1.05694	3.51224			0.94547	1.28688			10.31679	2.67324			1.88454	2.32423
		3.69456	3.2419			3.68646	0.96468			1.057	3.51831			0.9456	1.31755			10.31724	-0.6475			1.88464	2.32438
		3.6957	3.25908			3.68651	0.94889			1.05719	3.51135			0.94585	1.30725			10.3179	0.17732			1.88473	2.32454
		3.69696	3.27297			3.68731	0.958			1.05745	3.5237			0.94597	1.27288			10.32015	0.20469			1.88483	2.32469
		3.69729	3.31443			3.68767	0.97345			1.05749	3.50802			0.94606	1.28673			10.3218	-0.11962			1.88492	2.32485
		3.69758	3.32813			3.68801	0.96905			1.05765	3.52095			0.94612	1.28028			10.32259	0.81587			1.88502	2.325
		3.69828	3.26154			3.68895	0.9706			1.05784	3.52208			0.94626	1.26735			10.32271	-0.62844			1.88511	2.32516
		3.69935	3.25077			3.68989	0.98391			1.058	3.48947			0.94629	1.29033			10.32312	2.82146E-4			1.88521	2.32531
		3.69964	3.29892			3.69056	0.96963			1.05808	3.46902			0.94644	1.27624			10.32323	0.57069			1.88531	2.32547
		3.69987	3.23558			3.69104	0.97008			1.05835	3.51289			0.94679	1.34085			10.32334	0.91101			1.8854	2.32562
		3.70053	3.26373			3.69143	0.97054			1.05837	3.54014			0.94685	1.3015			10.32495	0.73411			1.8855	2.32578
		3.70135	3.23176			3.69221	0.9755			1.0585	3.53204			0.94712	1.28363			10.32518	0.93441			1.88559	2.32593
		3.70226	3.2815			3.6933	0.96769			1.05876	3.48371			0.94716	1.27656			10.32606	-0.08949			1.88569	2.32608
		3.70295	3.25689			3.69389	0.97321			1.05881	3.53704			0.94727	1.30188			10.3304	1.76845			1.88578	2.32624
		3.70387	3.29142			3.69411	0.97411			1.05895	3.5265			0.94749	1.28201			10.33161	-0.4016			1.88588	2.32639
		3.70456	3.2532			3.69468	0.98118			1.05914	3.53069			0.9476	1.2777			10.33219	0.57188			1.88597	2.32655
		3.70488	3.29264			3.69523	0.95634			1.05928	3.51303			0.94769	1.30545			10.33413	-0.2517			1.88607	2.3267
		3.70542	3.25342			3.69565	0.96751			1.05937	3.49474			0.94771	1.30019			10.33726	1.98421			1.88616	2.32686
		3.70627	3.25121			3.69673	0.97837			1.05964	3.50546			0.9479	1.27316			10.33747	1.55737			1.88626	2.32701
		3.70651	3.28068			3.69717	0.9902			1.05977	3.501			0.94815	1.29535			10.33928	-0.62447			1.88635	2.32716
		3.70727	3.27679			3.69792	0.97828			1.05991	3.52422			0.94826	1.28428			10.34286	1.00865			1.88645	2.32732
		3.70811	3.25112			3.69875	0.98288			1.06011	3.50734			0.9485	1.31995			10.34329	0.24342			1.88654	2.32747
		3.70858	3.23913			3.69941	0.9741			1.06016	3.51514			0.94851	1.3014			10.34541	-0.1196			1.88664	2.32763
		3.70955	3.293			3.69973	0.95634			1.06032	3.53547			0.9487	1.33568			10.34671	-0.22134			1.88673	2.32778
		3.71023	3.28561			3.70019	0.96596			1.06049	3.51813			0.94885	1.29937			10.34687	1.65902			1.88683	2.32794
		3.71043	3.29204			3.70036	0.97076			1.0606	3.48935			0.94892	1.26924			10.34813	1.04058			1.88692	2.32809
		3.71069	3.25868			3.70142	0.97869			1.06085	3.53591			0.949	1.30395			10.34991	0.1098			1.88702	2.32824
		3.71137	3.23172			3.70205	0.96977			1.06094	3.52075			0.94904	1.30452			10.35042	-0.18223			1.88711	2.3284
		3.71207	3.32307			3.70322	0.9792			1.06103	3.51043			0.94913	1.30836			10.35157	0.38677			1.88721	2.32855
		3.71261	3.28789			3.70394	0.95679			1.06133	3.53218			0.94938	1.31079			10.35185	2.68177			1.8873	2.3287
		3.71303	3.27566			3.70452	0.98494			1.06142	3.52039			0.94942	1.33893			10.35257	-0.28475			1.8874	2.32886
		3.71386	3.28768			3.70538	0.97317			1.0616	3.5281			0.94968	1.29333			10.35293	0.37374			1.88749	2.32901
		3.71415	3.29146			3.70586	0.9948			1.06181	3.51415			0.94973	1.27961			10.35805	2.86056			1.88759	2.32917
		3.7148	3.26971			3.70702	0.97489			1.06197	3.53445			0.94988	1.3058			10.3606	1.09403			1.88768	2.32932
		3.71555	3.24934			3.7076	0.97186			1.06202	3.49778			0.95008	1.30252			10.36332	-1.27593			1.88778	2.32947
		3.71632	3.27566			3.70789	0.96275			1.06213	3.53098			0.9502	1.3087			10.36538	0.19667			1.88787	2.32963
		3.71699	3.27253			3.70909	0.98437			1.06249	3.53858			0.95031	1.3099			10.3665	-0.66593			1.88797	2.32978
		3.71751	3.25426			3.70992	0.98561			1.06252	3.52373			0.95037	1.31661			10.3667	-0.16867			1.88806	2.32993
		3.71835	3.23341			3.71042	1.0001			1.06274	3.5364			0.95055	1.32864			10.36808	-0.00674			1.88815	2.33009
		3.7191	3.25502			3.71145	0.97122			1.06281	3.52957			0.95084	1.31702			10.36962	-0.56522			1.88825	2.33024
		3.71994	3.27658			3.71203	0.96834			1.06304	3.52391			0.9509	1.31919			10.37096	1.58002			1.88834	2.33039
		3.7204	3.27941			3.71234	0.97291			1.06319	3.53534			0.95104	1.26277			10.37279	-0.13097			1.88844	2.33055
		3.72117	3.29316			3.71263	0.95655			1.06327	3.52132			0.95109	1.2952			10.37478	1.08463			1.88853	2.3307
		3.7218	3.27873			3.7132	0.95755			1.06347	3.50882			0.95127	1.30807			10.37489	-0.36148			1.88863	2.33085
		3.72298	3.27663			3.71476	0.9863			1.06349	3.52543			0.95138	1.2948			10.37624	0.05458			1.88872	2.33101
		3.72308	3.26319			3.7151	0.95269			1.06362	3.5311			0.95156	1.28634			10.37714	1.00586			1.88881	2.33116
		3.72341	3.25358			3.71555	0.96603			1.06366	3.5523			0.95168	1.31807			10.37879	2.69685			1.88891	2.33131
		3.7247	3.3081			3.71608	0.97568			1.06393	3.55309			0.95183	1.31406			10.38068	-0.21489			1.889	2.33147
		3.72477	3.29246			3.71663	0.96661			1.06419	3.53055			0.9519	1.29081			10.38123	-1.99935			1.8891	2.33162
		3.7256	3.22784			3.71717	0.97851			1.06444	3.54129			0.95202	1.30769			10.38262	1.36208			1.88919	2.33177
		3.72723	3.27185			3.71802	0.9584			1.06449	3.49905			0.95221	1.2871			10.3868	-0.28246			1.88928	2.33192
		3.72741	3.29593			3.71939	0.97418			1.06469	3.48277			0.9523	1.31094			10.38822	-0.54167			1.88938	2.33208
		3.72807	3.30244			3.71974	0.99152			1.06478	3.51388			0.9525	1.31593			10.39468	0.54291			1.88947	2.33223
		3.72854	3.22636			3.72015	0.97448			1.06502	3.52846			0.95261	1.29645			10.39474	3.77542			1.88957	2.33238
		3.72906	3.27433			3.72061	0.97598			1.06504	3.52587			0.95273	1.2899			10.39492	0.28581			1.88966	2.33254
		3.72996	3.29068			3.72144	0.96574			1.06517	3.56209			0.95297	1.31034			10.39974	0.12171			1.88975	2.33269
		3.7307	3.27836			3.72216	0.97738			1.06536	3.52708			0.95302	1.30525			10.39999	-0.64676			1.88985	2.33284
		3.73095	3.28549			3.72318	0.97406			1.06558	3.52552			0.95312	1.30705			10.40152	0.20604			1.88994	2.33299
		3.73176	3.26642			3.72383	0.96426			1.06568	3.51119			0.9533	1.27433			10.40306	-1.01143			1.89003	2.33315
		3.73225	3.33724			3.72438	0.95598			1.06575	3.55676			0.95334	1.30143			10.40428	-0.50024			1.89013	2.3333
		3.73306	3.29172			3.7245	0.99344			1.06593	3.52716			0.95361	1.32439			10.40455	0.38422			1.89022	2.33345
		3.7339	3.29584			3.72551	0.96926			1.06604	3.50506			0.95368	1.291			10.40498	0.3139			1.89031	2.3336
		3.73437	3.29196			3.72606	0.95907			1.06624	3.48095			0.95376	1.28369			10.40557	-0.45923			1.89041	2.33376
		3.73542	3.30959			3.72659	0.96711			1.06628	3.49325			0.95392	1.31833			10.40576	-0.76213			1.8905	2.33391
		3.73582	3.25601			3.72687	0.96719			1.06657	3.52112			0.95409	1.29972			10.40684	-0.02454			1.8906	2.33406
		3.73591	3.29368			3.72795	0.9652			1.06668	3.54608			0.95433	1.31304			10.40996	0.68018			1.89069	2.33421
		3.73647	3.25444			3.7282	0.97571			1.06676	3.54036			0.95448	1.298			10.41083	-0.45282			1.89078	2.33437
		3.73743	3.3031			3.72933	0.97618			1.06701	3.51736			0.95473	1.32494			10.4115	1.94372			1.89088	2.33452
		3.73818	3.26611			3.72984	0.9897			1.06711	3.52725			0.95477	1.29875			10.4118	0.68087			1.89097	2.33467
		3.73844	3.28158			3.73028	0.95774			1.06745	3.55406			0.95491	1.32334			10.41213	1.31527			1.89106	2.33482
		3.73919	3.27787			3.73065	0.98194			1.06757	3.53131			0.95507	1.29199			10.41232	2.51326			1.89115	2.33497
		3.74006	3.28917			3.73207	0.96676			1.06764	3.52967			0.95513	1.33071			10.41311	-0.57533			1.89125	2.33513
		3.74074	3.25072			3.7323	0.98566			1.06788	3.53435			0.95521	1.26764			10.41314	0.55975			1.89134	2.33528
		3.74157	3.28599			3.73324	0.96347			1.06812	3.53651			0.95535	1.30226			10.4134	-1.46928			1.89143	2.33543
		3.74197	3.27782			3.73362	0.97394			1.06842	3.56019			0.95548	1.30512			10.41546	0.65043			1.89153	2.33558
		3.74281	3.26491			3.73394	0.97003			1.06846	3.52926			0.95557	1.3233			10.41639	-1.62929			1.89162	2.33573
		3.74341	3.31816			3.73491	0.95559			1.06859	3.51896			0.95577	1.31127			10.41708	-0.03941			1.89171	2.33589
		3.74379	3.26124			3.73517	0.95371			1.06867	3.53203			0.95587	1.31335			10.41742	-0.55934			1.89181	2.33604
		3.74416	3.27428			3.73583	0.9885			1.06893	3.53369			0.95597	1.305			10.41745	-1.86346			1.8919	2.33619
		3.74458	3.28907			3.73605	0.98843			1.06899	3.54302			0.95614	1.31978			10.4178	-0.91312			1.89199	2.33634
		3.7456	3.30123			3.73682	1.00223			1.06913	3.50246			0.95628	1.27486			10.42007	0.6357			1.89208	2.33649
		3.74604	3.29862			3.7379	0.97915			1.06931	3.53987			0.95647	1.35584			10.42179	1.21779			1.89218	2.33664
		3.7471	3.24754			3.73889	0.97576			1.0696	3.54074			0.95652	1.32545			10.42247	0.36693			1.89227	2.3368
		3.74728	3.2875			3.73895	0.98294			1.06966	3.52651			0.95669	1.30735			10.42344	0.28142			1.89236	2.33695
		3.74826	3.33308			3.74041	0.95583			1.0697	3.51479			0.95697	1.30112			10.42366	2.27652			1.89245	2.3371
		3.74842	3.27003			3.74097	0.96317			1.06982	3.52287			0.95721	1.33605			10.42418	-1.72252			1.89255	2.33725
		3.74907	3.33551			3.74111	0.97531			1.07011	3.54338			0.95726	1.30172			10.42639	0.97957			1.89264	2.3374
		3.75034	3.28265			3.74151	0.96917			1.07038	3.51725			0.95755	1.28384			10.43169	3.36302			1.89273	2.33755
		3.75061	3.28622			3.74203	0.98619			1.0705	3.51872			0.9576	1.31344			10.43222	1.20571			1.89282	2.33771
		3.75156	3.32183			3.74342	0.98246			1.07057	3.52529			0.95766	1.28885			10.4338	-1.4718			1.89292	2.33786
		3.75173	3.28082			3.74357	0.9596			1.07067	3.55943			0.95777	1.33048			10.4358	0.47734			1.89301	2.33801
		3.75282	3.30487			3.74502	0.97401			1.07077	3.56124			0.95792	1.29876			10.43629	-1.00038			1.8931	2.33816
		3.75347	3.25352			3.74625	0.9835			1.07091	3.53513			0.95807	1.30301			10.43874	-0.7339			1.89319	2.33831
		3.75391	3.27577			3.74693	0.96492			1.07099	3.51812			0.95825	1.31372			10.43966	-0.10146			1.89329	2.33846
		3.75406	3.26687			3.74727	0.9788			1.07112	3.54261			0.95834	1.29402			10.44158	-0.55231			1.89338	2.33861
		3.7546	3.27729			3.74755	0.96305			1.07129	3.56375			0.95848	1.34665			10.44228	-0.71973			1.89347	2.33876
		3.75587	3.30519			3.74817	0.962			1.07149	3.53905			0.95857	1.28536			10.4441	-0.067			1.89356	2.33892
		3.75598	3.28414			3.74883	0.98248			1.07165	3.54834			0.95863	1.34949			10.44517	1.20831			1.89366	2.33907
		3.7572	3.30654			3.74986	0.97145			1.07173	3.55587			0.95881	1.31281			10.44714	-0.09934			1.89375	2.33922
		3.75802	3.26917			3.75031	0.96974			1.07188	3.54778			0.95888	1.28934			10.44836	0.52305			1.89384	2.33937
		3.75824	3.29469			3.75058	0.97046			1.07207	3.51779			0.95903	1.3136			10.4484	-0.20888			1.89393	2.33952
		3.75898	3.28437			3.75127	0.95815			1.07223	3.53457			0.95921	1.32856			10.45264	-0.87512			1.89402	2.33967
		3.75983	3.28908			3.75233	0.96925			1.07255	3.51426			0.9593	1.30206			10.45537	1.90681			1.89412	2.33982
		3.76022	3.30902			3.75296	0.95382			1.07274	3.53281			0.95957	1.30751			10.45723	0.65121			1.89421	2.33997
		3.76161	3.29535			3.75392	0.98649			1.07293	3.51863			0.95962	1.27824			10.45794	0.6369			1.8943	2.34012
		3.76196	3.27813			3.75451	0.98242			1.07298	3.52136			0.9597	1.30436			10.4591	-1.58766			1.89439	2.34027
		3.76219	3.29997			3.75517	0.95334			1.07313	3.53525			0.95987	1.33599			10.46103	2.12224			1.89448	2.34043
		3.76341	3.27486			3.7558	0.98396			1.07332	3.5402			0.95992	1.30941			10.46243	2.71099			1.89457	2.34058
		3.76377	3.29398			3.75652	0.9702			1.07342	3.54607			0.96025	1.30789			10.46419	-0.66364			1.89467	2.34073
		3.76432	3.30726			3.75699	0.95864			1.0736	3.53648			0.96042	1.31988			10.46526	0.18829			1.89476	2.34088
		3.76499	3.29346			3.75728	0.97856			1.07366	3.5557			0.96051	1.2861			10.4666	1.28298			1.89485	2.34103
		3.76635	3.33391			3.7578	0.95763			1.07377	3.56177			0.96069	1.31616			10.46916	-0.68212			1.89494	2.34118
		3.76643	3.27638			3.75864	0.96377			1.07389	3.5202			0.96081	1.29828			10.46946	1.51488			1.89503	2.34133
		3.76743	3.2906			3.75906	0.97328			1.07407	3.52613			0.96085	1.30771			10.47079	-0.5201			1.89512	2.34148
		3.76754	3.31962			3.75983	0.97885			1.07428	3.55988			0.961	1.33856			10.47468	1.39335			1.89521	2.34163
		3.76857	3.30137			3.76045	0.96973			1.07451	3.55362			0.96128	1.34842			10.47537	1.22079			1.89531	2.34178
		3.76907	3.27518			3.76147	0.97975			1.07468	3.51638			0.96136	1.31891			10.47622	0.75672			1.8954	2.34193
		3.77057	3.34667			3.76168	0.96909			1.07474	3.58202			0.96156	1.31996			10.47647	1.36657			1.89549	2.34208
		3.77072	3.32761			3.76239	0.97731			1.07485	3.51869			0.96163	1.28986			10.47717	-0.25168			1.89558	2.34223
		3.77243	3.33329			3.76311	0.9759			1.07496	3.52566			0.96172	1.29893			10.47823	-1.15212			1.89567	2.34238
		3.77289	3.32992			3.76347	0.96218			1.07509	3.54487			0.96192	1.2979			10.47941	-0.64951			1.89576	2.34253
		3.77352	3.29893			3.76367	0.97427			1.07522	3.51903			0.96193	1.32161			10.48085	-1.4384			1.89585	2.34268
		3.77427	3.31142			3.76507	0.95778			1.07544	3.52273			0.96211	1.33365			10.48095	1.27526			1.89595	2.34283
		3.7745	3.3054			3.76589	0.96342			1.07561	3.53755			0.96234	1.31568			10.48153	-0.84107			1.89604	2.34298
		3.77503	3.29958			3.76612	0.97123			1.07583	3.53499			0.96243	1.29172			10.4818	0.75093			1.89613	2.34313
		3.77573	3.33284			3.76651	0.9542			1.07609	3.56864			0.96254	1.3004			10.48316	-0.51464			1.89622	2.34328
		3.77632	3.30117			3.76812	0.97632			1.07618	3.53615			0.96277	1.31583			10.48385	-0.49366			1.89631	2.34343
		3.7769	3.29048			3.76891	0.978			1.07632	3.53961			0.96285	1.28755			10.48386	0.20223			1.8964	2.34358
		3.77715	3.31599			3.76972	0.98102			1.07653	3.53839			0.96299	1.31807			10.4857	-0.31335			1.89649	2.34373
		3.77921	3.29533			3.77	0.97479			1.0767	3.54428			0.96312	1.29168			10.48631	1.01864			1.89658	2.34388
		3.77927	3.29247			3.77073	0.9691			1.07691	3.5699			0.96323	1.32587			10.48718	-0.75735			1.89667	2.34403
		3.78005	3.30852			3.77112	0.97015			1.07708	3.5513			0.96334	1.3102			10.48931	1.28821			1.89676	2.34418
		3.78082	3.26891			3.77156	0.97548			1.07717	3.55055			0.96343	1.31151			10.49058	-0.84008			1.89685	2.34433
		3.78105	3.32394			3.77178	0.9547			1.07736	3.53853			0.96358	1.3205			10.49122	-2.04513			1.89695	2.34448
		3.7818	3.32115			3.77242	0.96576			1.07749	3.53622			0.9637	1.35545			10.49304	0.05498			1.89704	2.34463
		3.78269	3.30784			3.77308	0.96465			1.07765	3.52568			0.96388	1.32302			10.49388	-0.19945			1.89713	2.34478
		3.78301	3.3041			3.77379	0.96731			1.0777	3.53119			0.96397	1.28846			10.49491	1.12873			1.89722	2.34493
		3.78409	3.2892			3.77433	0.99255			1.07781	3.52831			0.96413	1.30484			10.4957	2.51987			1.89731	2.34508
		3.78488	3.3228			3.77584	0.97069			1.07799	3.56415			0.96436	1.34268			10.4963	0.62265			1.8974	2.34523
		3.78528	3.35175			3.77627	0.9781			1.07809	3.53679			0.9645	1.32332			10.49648	-1.92773			1.89749	2.34538
		3.78556	3.30671			3.77686	0.9742			1.07826	3.55414			0.96465	1.32384			10.49663	0.90694			1.89758	2.34553
		3.78636	3.3432			3.77762	0.99817			1.07845	3.53759			0.96477	1.33703			10.4976	0.48855			1.89767	2.34568
		3.78705	3.26969			3.77833	0.99322			1.07854	3.5524			0.96501	1.30563			10.49881	1.02389			1.89776	2.34583
		3.78729	3.30475			3.77843	0.96175			1.07868	3.53765			0.96506	1.34362			10.50398	-1.46154			1.89785	2.34598
		3.78922	3.32294			3.77919	0.97718			1.07881	3.56247			0.96524	1.30585			10.50507	1.8232			1.89794	2.34613
		3.78949	3.26705			3.77987	0.9797			1.07907	3.54287			0.96547	1.30969			10.50782	0.24404			1.89803	2.34628
		3.78976	3.32416			3.78028	0.97218			1.07922	3.53603			0.96549	1.32522			10.50875	-0.44263			1.89812	2.34643
		3.79008	3.28241			3.78061	0.96606			1.0794	3.52311			0.96569	1.33448			10.5095	0.1877			1.89821	2.34658
		3.79082	3.31252			3.7824	0.9682			1.07952	3.54231			0.96572	1.30445			10.50981	0.00865			1.8983	2.34673
		3.79112	3.31648			3.78255	0.98336			1.07978	3.54045			0.96587	1.29901			10.51142	0.44453			1.89839	2.34688
		3.79214	3.30065			3.78359	0.97956			1.07989	3.50874			0.96604	1.29618			10.51473	0.42325			1.89848	2.34703
		3.79322	3.31742			3.78385	0.96367			1.07998	3.54809			0.96617	1.31998			10.51527	-2.514			1.89857	2.34717
		3.79426	3.28249			3.78511	0.98011			1.0802	3.53593			0.96622	1.32539			10.51578	-1.23556			1.89866	2.34732
		3.7948	3.31865			3.78546	0.97739			1.08036	3.53008			0.96637	1.30288			10.5205	-0.30851			1.89875	2.34747
		3.79553	3.28596			3.78585	0.991			1.08049	3.53901			0.96643	1.33242			10.5207	-0.41446			1.89884	2.34762
		3.79656	3.28886			3.78668	0.97331			1.08075	3.53569			0.96669	1.30508			10.52123	0.44019			1.89893	2.34777
		3.79678	3.2943			3.78713	0.98186			1.08091	3.53134			0.96704	1.30957			10.52142	0.34114			1.89902	2.34792
		3.79746	3.28932			3.78764	0.96034			1.08095	3.55613			0.96709	1.34107			10.52169	2.30286			1.89911	2.34807
		3.79849	3.32177			3.78894	0.95877			1.08103	3.55912			0.96717	1.32345			10.5221	0.05817			1.8992	2.34822
		3.79933	3.27078			3.78961	0.97446			1.08119	3.54029			0.96724	1.32552			10.52228	0.14235			1.89929	2.34837
		3.7998	3.3386			3.79095	0.98413			1.08126	3.56885			0.96734	1.32974			10.52371	0.30121			1.89938	2.34852
		3.80048	3.31925			3.79138	0.97479			1.08155	3.56963			0.96745	1.2859			10.52404	-0.41949			1.89947	2.34867
		3.80108	3.34598			3.79234	0.96273			1.08177	3.53852			0.96754	1.32272			10.52638	-0.559			1.89956	2.34881
		3.80181	3.3204			3.79268	0.97335			1.08183	3.53201			0.96782	1.30109			10.5264	-0.60686			1.89965	2.34896
		3.80205	3.29957			3.79286	0.96597			1.08191	3.53042			0.96792	1.3053			10.52695	0.07972			1.89974	2.34911
		3.80362	3.32909			3.79433	0.9641			1.08211	3.56452			0.96799	1.34273			10.52706	-0.32329			1.89983	2.34926
		3.8044	3.31396			3.79481	0.97851			1.0823	3.58081			0.96808	1.31996			10.5274	0.08407			1.89992	2.34941
		3.8045	3.30862			3.79546	0.97996			1.08261	3.55775			0.96825	1.32241			10.52757	0.78211			1.90001	2.34956
		3.80543	3.33718			3.79613	0.98935			1.08268	3.55422			0.9685	1.31951			10.52782	0.57746			1.9001	2.34971
		3.80597	3.2872			3.79728	0.97898			1.08276	3.54841			0.96861	1.33174			10.52848	0.38246			1.90018	2.34986
		3.80632	3.31609			3.79777	0.95954			1.08309	3.5312			0.96881	1.32507			10.52979	-0.77379			1.90027	2.35
		3.80736	3.33602			3.79814	0.97488			1.08323	3.58728			0.96895	1.34597			10.53079	-0.07093			1.90036	2.35015
		3.80833	3.33221			3.79871	0.96316			1.08345	3.53752			0.96909	1.31266			10.53093	0.77906			1.90045	2.3503
		3.80866	3.34647			3.79916	0.98102			1.0835	3.54887			0.9691	1.34933			10.53165	-0.25875			1.90054	2.35045
		3.80917	3.34685			3.79996	0.95874			1.0837	3.58073			0.96936	1.33499			10.53325	-1.10016			1.90063	2.3506
		3.8093	3.31175			3.80037	0.97421			1.08387	3.55525			0.96957	1.29094			10.53489	0.79669			1.90072	2.35075
		3.8108	3.2889			3.80136	0.98141			1.08404	3.56186			0.96964	1.35199			10.53552	0.27884			1.90081	2.3509
		3.81235	3.32695			3.80198	0.95561			1.08413	3.518			0.96993	1.33812			10.53596	-0.8442			1.9009	2.35104
		3.81248	3.32081			3.80236	0.98152			1.0843	3.55637			0.97004	1.2976			10.53803	-0.4894			1.90099	2.35119
		3.81306	3.28605			3.80316	0.96301			1.08442	3.58199			0.9701	1.31715			10.53995	-0.16156			1.90108	2.35134
