time,alpha=0.0,alpha=0.5,alpha=1.0
4.201000000000000227e+02,5.013189999999999591e-01,5.047199999999999465e-01,4.631000000000000116e-01
4.301000000000000227e+02,4.949319999999999831e-01,4.980740000000000167e-01,4.571720000000000228e-01
4.401000000000000227e+02,4.884890000000000065e-01,4.916809999999999792e-01,4.514730000000000132e-01
4.501000000000000227e+02,4.823810000000000042e-01,4.855709999999999749e-01,4.454549999999999899e-01
4.601000000000000227e+02,4.764019999999999921e-01,4.793799999999999728e-01,4.397829999999999795e-01
4.701000000000000227e+02,4.703129999999999811e-01,4.735010000000000052e-01,4.343400000000000039e-01
4.801000000000000227e+02,4.646159999999999735e-01,4.677339999999999831e-01,4.291949999999999932e-01
4.901000000000000227e+02,4.591540000000000066e-01,4.619800000000000018e-01,4.243640000000000190e-01
5.001000000000000227e+02,4.533989999999999965e-01,4.562640000000000029e-01,4.189220000000000166e-01
5.101000000000000227e+02,4.479400000000000048e-01,4.507709999999999773e-01,4.137529999999999819e-01
5.201000000000000227e+02,4.428000000000000269e-01,4.454359999999999986e-01,4.086949999999999750e-01
5.301000000000000227e+02,4.373690000000000078e-01,4.401390000000000025e-01,4.038729999999999820e-01
5.401000000000000227e+02,4.323020000000000196e-01,4.344450000000000256e-01,3.990480000000000138e-01
5.501000000000000227e+02,4.271300000000000097e-01,4.296849999999999836e-01,3.941879999999999828e-01
5.601000000000000227e+02,4.222389999999999755e-01,4.247279999999999944e-01,3.893539999999999779e-01
5.701000000000000227e+02,4.173890000000000100e-01,4.198729999999999962e-01,3.849850000000000216e-01
5.801000000000000227e+02,4.126460000000000128e-01,4.150690000000000213e-01,3.805970000000000186e-01
5.901000000000000227e+02,4.080409999999999870e-01,4.103769999999999918e-01,3.763819999999999943e-01
6.001000000000000227e+02,4.032919999999999838e-01,4.056489999999999818e-01,3.719290000000000096e-01
6.101000000000000227e+02,3.990790000000000171e-01,4.009300000000000086e-01,3.675390000000000046e-01
6.201000000000000227e+02,3.943969999999999976e-01,3.963349999999999929e-01,3.634370000000000100e-01
6.301000000000000227e+02,3.899900000000000033e-01,3.918610000000000149e-01,3.595840000000000147e-01
6.401000000000000227e+02,3.857630000000000225e-01,3.874619999999999731e-01,3.556560000000000277e-01
6.501000000000000227e+02,3.813909999999999800e-01,3.832789999999999808e-01,3.515809999999999769e-01
6.601000000000000227e+02,3.773790000000000200e-01,3.792070000000000163e-01,3.475849999999999773e-01
6.701000000000000227e+02,3.735319999999999752e-01,3.750859999999999750e-01,3.439039999999999875e-01
6.801000000000000227e+02,3.691949999999999954e-01,3.710660000000000069e-01,3.402160000000000184e-01
6.901000000000000227e+02,3.652639999999999776e-01,3.670240000000000169e-01,3.363900000000000223e-01
7.001000000000000227e+02,3.615630000000000233e-01,3.630769999999999831e-01,3.326459999999999972e-01
7.101000000000000227e+02,3.578239999999999754e-01,3.592420000000000058e-01,3.296160000000000201e-01
7.201000000000000227e+02,3.540110000000000201e-01,3.555010000000000114e-01,3.259150000000000102e-01
7.301000000000000227e+02,3.502529999999999810e-01,3.517970000000000264e-01,3.222900000000000209e-01
7.401000000000000227e+02,3.466929999999999734e-01,3.483499999999999930e-01,3.190839999999999788e-01
7.501000000000000227e+02,3.432540000000000036e-01,3.448439999999999839e-01,3.158150000000000124e-01
7.601000000000000227e+02,3.400279999999999969e-01,3.414220000000000033e-01,3.127320000000000100e-01
7.701000000000000227e+02,3.365170000000000106e-01,3.380029999999999979e-01,3.094489999999999741e-01
7.801000000000000227e+02,3.333229999999999804e-01,3.344799999999999995e-01,3.068350000000000244e-01
7.901000000000000227e+02,3.299799999999999955e-01,3.309969999999999857e-01,3.033529999999999838e-01
8.001000000000000227e+02,3.269759999999999889e-01,3.281419999999999892e-01,3.005019999999999913e-01
8.101000000000000227e+02,3.237729999999999775e-01,3.248300000000000076e-01,2.974979999999999847e-01
8.201000000000000227e+02,3.205560000000000076e-01,3.218699999999999894e-01,2.946949999999999847e-01
8.301000000000000227e+02,3.176169999999999827e-01,3.189589999999999925e-01,2.918359999999999843e-01
8.401000000000000227e+02,3.147300000000000098e-01,3.159120000000000261e-01,2.892560000000000131e-01
8.501000000000000227e+02,3.117929999999999868e-01,3.130890000000000062e-01,2.865260000000000029e-01
8.601000000000000227e+02,3.089549999999999796e-01,3.099549999999999805e-01,2.838100000000000067e-01
8.701000000000000227e+02,3.060649999999999760e-01,3.071240000000000081e-01,2.808220000000000161e-01
8.801000000000000227e+02,3.031159999999999966e-01,3.041650000000000187e-01,2.785290000000000266e-01
8.901000000000000227e+02,3.003990000000000271e-01,3.014809999999999990e-01,2.759800000000000031e-01
9.001000000000000227e+02,2.976320000000000077e-01,2.986960000000000170e-01,2.734050000000000091e-01
9.101000000000000227e+02,2.951159999999999894e-01,2.960650000000000226e-01,2.708019999999999872e-01
9.201000000000000227e+02,2.925769999999999760e-01,2.933009999999999784e-01,2.685560000000000169e-01
9.301000000000000227e+02,2.899019999999999930e-01,2.908350000000000102e-01,2.663220000000000032e-01
9.401000000000000227e+02,2.876049999999999995e-01,2.883330000000000060e-01,2.637660000000000005e-01
9.501000000000000227e+02,2.851079999999999726e-01,2.858080000000000065e-01,2.615790000000000060e-01
9.601000000000000227e+02,2.827109999999999901e-01,2.832520000000000038e-01,2.591450000000000142e-01
9.701000000000000227e+02,2.803249999999999909e-01,2.807319999999999816e-01,2.570879999999999832e-01
