time,alpha=0.0,alpha=0.5,alpha=1.0
4.101000000000000227e+02,5.838569999999999593e-01,6.187989999999999879e-01,5.861380000000000479e-01
4.201000000000000227e+02,5.795679999999999721e-01,6.144100000000000117e-01,5.818389999999999951e-01
4.301000000000000227e+02,5.755240000000000355e-01,6.096510000000000540e-01,5.777189999999999825e-01
4.401000000000000227e+02,5.711100000000000065e-01,6.052250000000000130e-01,5.733329999999999815e-01
4.501000000000000227e+02,5.670789999999999997e-01,6.011440000000000117e-01,5.691690000000000360e-01
4.601000000000000227e+02,5.633569999999999967e-01,5.970119999999999871e-01,5.649669999999999970e-01
4.701000000000000227e+02,5.593460000000000099e-01,5.929290000000000393e-01,5.611099999999999977e-01
4.801000000000000227e+02,5.552070000000000061e-01,5.886010000000000408e-01,5.571629999999999638e-01
4.901000000000000227e+02,5.514809999999999990e-01,5.845339999999999980e-01,5.530450000000000088e-01
5.001000000000000227e+02,5.477910000000000279e-01,5.805360000000000520e-01,5.497429999999999817e-01
5.101000000000000227e+02,5.442139999999999755e-01,5.765759999999999774e-01,5.461610000000000076e-01
5.201000000000000227e+02,5.404999999999999805e-01,5.728720000000000478e-01,5.424210000000000420e-01
5.301000000000000227e+02,5.371329999999999716e-01,5.692949999999999955e-01,5.386269999999999669e-01
5.401000000000000227e+02,5.335929999999999840e-01,5.656839999999999646e-01,5.352430000000000243e-01
5.501000000000000227e+02,5.301050000000000484e-01,5.620330000000000048e-01,5.318169999999999842e-01
5.601000000000000227e+02,5.266990000000000283e-01,5.585050000000000292e-01,5.282660000000000133e-01
5.701000000000000227e+02,5.230730000000000102e-01,5.549560000000000048e-01,5.247920000000000362e-01
5.801000000000000227e+02,5.198990000000000000e-01,5.513320000000000443e-01,5.213379999999999681e-01
5.901000000000000227e+02,5.166250000000000009e-01,5.477100000000000302e-01,5.183769999999999767e-01
6.001000000000000227e+02,5.133879999999999555e-01,5.443529999999999758e-01,5.152489999999999570e-01
6.101000000000000227e+02,5.103239999999999998e-01,5.410819999999999519e-01,5.121869999999999479e-01
6.201000000000000227e+02,5.073560000000000292e-01,5.376980000000000093e-01,5.090209999999999457e-01
6.301000000000000227e+02,5.041200000000000125e-01,5.344680000000000542e-01,5.063950000000000395e-01
6.401000000000000227e+02,5.011020000000000474e-01,5.312299999999999800e-01,5.031980000000000341e-01
6.501000000000000227e+02,4.981320000000000192e-01,5.281799999999999828e-01,5.002290000000000347e-01
6.601000000000000227e+02,4.951169999999999738e-01,5.251190000000000024e-01,4.972179999999999933e-01
6.701000000000000227e+02,4.922369999999999801e-01,5.223419999999999730e-01,4.942599999999999771e-01
6.801000000000000227e+02,4.894910000000000094e-01,5.193769999999999776e-01,4.913719999999999755e-01
6.901000000000000227e+02,4.867380000000000040e-01,5.163269999999999804e-01,4.887589999999999990e-01
7.001000000000000227e+02,4.842139999999999778e-01,5.135009999999999852e-01,4.859939999999999816e-01
7.101000000000000227e+02,4.815940000000000221e-01,5.104090000000000016e-01,4.835979999999999723e-01
7.201000000000000227e+02,4.789490000000000136e-01,5.078000000000000291e-01,4.806400000000000117e-01
7.301000000000000227e+02,4.760320000000000107e-01,5.046249999999999902e-01,4.779390000000000027e-01
7.401000000000000227e+02,4.733749999999999902e-01,5.020029999999999770e-01,4.753729999999999900e-01
7.501000000000000227e+02,4.710409999999999875e-01,4.991010000000000169e-01,4.728289999999999993e-01
7.601000000000000227e+02,4.684119999999999950e-01,4.964540000000000064e-01,4.706339999999999968e-01
7.701000000000000227e+02,4.659749999999999726e-01,4.937329999999999774e-01,4.681119999999999726e-01
7.801000000000000227e+02,4.634119999999999906e-01,4.909810000000000008e-01,4.657600000000000073e-01
7.901000000000000227e+02,4.609860000000000069e-01,4.884720000000000173e-01,4.633109999999999729e-01
8.001000000000000227e+02,4.587870000000000004e-01,4.859550000000000258e-01,4.609219999999999984e-01
8.101000000000000227e+02,4.565739999999999799e-01,4.835269999999999846e-01,4.584869999999999779e-01
8.201000000000000227e+02,4.541700000000000181e-01,4.812870000000000203e-01,4.559529999999999972e-01
8.301000000000000227e+02,4.518380000000000174e-01,4.788209999999999966e-01,4.535710000000000020e-01
8.401000000000000227e+02,4.495509999999999784e-01,4.762480000000000047e-01,4.508079999999999865e-01
8.501000000000000227e+02,4.475770000000000026e-01,4.739820000000000144e-01,4.487530000000000130e-01
8.601000000000000227e+02,4.452510000000000079e-01,4.715110000000000134e-01,4.463170000000000193e-01
8.701000000000000227e+02,4.431089999999999751e-01,4.691719999999999779e-01,4.441950000000000065e-01
8.801000000000000227e+02,4.407960000000000211e-01,4.669360000000000177e-01,4.423719999999999875e-01
8.901000000000000227e+02,4.387849999999999806e-01,4.647919999999999829e-01,4.401610000000000245e-01
9.001000000000000227e+02,4.367510000000000003e-01,4.625110000000000054e-01,4.378529999999999922e-01
9.101000000000000227e+02,4.345870000000000011e-01,4.600079999999999725e-01,4.360939999999999817e-01
9.201000000000000227e+02,4.326809999999999823e-01,4.579130000000000145e-01,4.342380000000000129e-01
9.301000000000000227e+02,4.306940000000000213e-01,4.557120000000000060e-01,4.321579999999999866e-01
9.401000000000000227e+02,4.287659999999999805e-01,4.536399999999999877e-01,4.298520000000000119e-01
9.501000000000000227e+02,4.269379999999999842e-01,4.516040000000000054e-01,4.281749999999999723e-01
9.601000000000000227e+02,4.247449999999999837e-01,4.496169999999999889e-01,4.260430000000000050e-01
